"location","origin","clock","model","event_date","event_year","age","current","truth","median","wis","absolute_error","coverage90"
"Arkansas",2025-04-26,"compressed","hurdle_ztnb",2025-04-12,2025,2,32,32,32,1.28318181818182,0,TRUE
"Arkansas",2025-04-26,"compressed","hurdle_ztnb",2025-04-19,2025,1,28,29,29.5,2.23378787878788,0.5,TRUE
"Arkansas",2025-04-26,"compressed","hurdle_ztnb",2025-04-26,2025,0,13,24,18,5.55272727272727,6,TRUE
"Arkansas",2025-04-26,"compressed","hurdle_ztpoisson",2025-03-29,2025,4,111,111,111,0.390909090909091,0,TRUE
"Arkansas",2025-04-26,"compressed","hurdle_ztpoisson",2025-04-05,2025,3,71,71,71,0.311515151515152,0,TRUE
"Arkansas",2025-04-26,"compressed","hurdle_ztpoisson",2025-04-12,2025,2,32,32,32,0.220606060606061,0,TRUE
"Arkansas",2025-04-26,"compressed","hurdle_ztpoisson",2025-04-19,2025,1,28,29,28,0.610454545454545,1,TRUE
"Arkansas",2025-04-26,"compressed","hurdle_ztpoisson",2025-04-26,2025,0,13,24,14,7.91954545454545,10,FALSE
"Arkansas",2025-05-31,"calendar","empirical_multiplier",2025-05-03,2025,4,21,21,21,0,0,TRUE
"Arkansas",2025-05-31,"calendar","empirical_multiplier",2025-05-10,2025,3,13,13,13,0,0,TRUE
"Arkansas",2025-05-31,"calendar","empirical_multiplier",2025-05-17,2025,2,13,13,13,0,0,TRUE
"Arkansas",2025-05-31,"calendar","empirical_multiplier",2025-05-24,2025,1,14,14,14,0,0,TRUE
"Arkansas",2025-05-31,"calendar","empirical_multiplier",2025-05-31,2025,0,6,14,6,8,8,FALSE
"Arkansas",2025-05-31,"calendar","cumulative_poisson",2025-05-03,2025,4,21,21,21,0.0272727272727273,0,TRUE
"Arkansas",2025-05-31,"calendar","cumulative_poisson",2025-05-10,2025,3,13,13,13,0.0272727272727273,0,TRUE
"Arkansas",2025-05-31,"calendar","cumulative_poisson",2025-05-17,2025,2,13,13,13,0.0272727272727273,0,TRUE
"Arkansas",2025-05-31,"calendar","cumulative_poisson",2025-05-24,2025,1,14,14,14,0.218181818181818,0,TRUE
"Arkansas",2025-05-31,"calendar","cumulative_poisson",2025-05-31,2025,0,6,14,7,5.35454545454545,7,FALSE
"Arkansas",2025-05-31,"calendar","cumulative_nb",2025-05-03,2025,4,21,21,21,0.0272727272727273,0,TRUE
"Arkansas",2025-05-31,"calendar","cumulative_nb",2025-05-10,2025,3,13,13,13,0.0490909090909089,0,TRUE
"Arkansas",2025-05-31,"calendar","cumulative_nb",2025-05-17,2025,2,13,13,13,0.0363636363636364,0,TRUE
"Arkansas",2025-05-31,"calendar","cumulative_nb",2025-05-24,2025,1,14,14,14,0.218181818181818,0,TRUE
"Arkansas",2025-05-31,"calendar","cumulative_nb",2025-05-31,2025,0,6,14,7,5.22727272727273,7,FALSE
"Arkansas",2025-05-31,"calendar","hurdle_ztnb",2025-05-03,2025,4,21,21,21,0.375151515151515,0,TRUE
"Arkansas",2025-05-31,"calendar","hurdle_ztnb",2025-05-10,2025,3,13,13,13,0.663333333333333,0,TRUE
"Arkansas",2025-05-31,"calendar","hurdle_ztnb",2025-05-17,2025,2,13,13,13,0.861969696969697,0,TRUE
"Arkansas",2025-05-31,"calendar","hurdle_ztnb",2025-05-24,2025,1,14,14,16,1.99969696969697,2,TRUE
"Arkansas",2025-05-31,"calendar","hurdle_ztnb",2025-05-31,2025,0,6,14,10,3.40242424242424,4,TRUE
"Arkansas",2025-05-31,"calendar","hurdle_ztpoisson",2025-05-03,2025,4,21,21,21,0,0,TRUE
"Arkansas",2025-05-31,"calendar","hurdle_ztpoisson",2025-05-10,2025,3,13,13,13,0.0272727272727273,0,TRUE
"Arkansas",2025-05-31,"calendar","hurdle_ztpoisson",2025-05-17,2025,2,13,13,13,0,0,TRUE
"Arkansas",2025-05-31,"calendar","hurdle_ztpoisson",2025-05-24,2025,1,14,14,14,0.0181818181818182,0,TRUE
"Arkansas",2025-05-31,"calendar","hurdle_ztpoisson",2025-05-31,2025,0,6,14,6,6.81818181818182,8,FALSE
"California",2025-01-02,"calendar","empirical_multiplier",2024-11-30,2024,4,686,699,686,13,13,FALSE
"California",2025-01-02,"calendar","empirical_multiplier",2024-12-07,2024,3,1061,1122,1061,61,61,FALSE
"California",2025-01-02,"calendar","empirical_multiplier",2024-12-14,2024,2,1384,1509,1384,125,125,FALSE
"California",2025-01-02,"calendar","empirical_multiplier",2024-12-21,2024,1,2351,2557,2351,206,206,FALSE
"California",2025-01-02,"calendar","empirical_multiplier",2024-12-28,2024,0,3005,3846,3005,841,841,FALSE
"California",2025-01-02,"calendar","cumulative_poisson",2024-11-30,2024,4,686,699,687,10.3104545454545,12,FALSE
"California",2025-01-02,"calendar","cumulative_poisson",2024-12-07,2024,3,1061,1122,1063,55.4660606060606,59,FALSE
"California",2025-01-02,"calendar","cumulative_poisson",2024-12-14,2024,2,1384,1509,1394,107.314545454545,115,FALSE
"California",2025-01-02,"calendar","cumulative_poisson",2024-12-21,2024,1,2351,2557,2408.5,137.447575757576,148.5,FALSE
"California",2025-01-02,"calendar","cumulative_poisson",2024-12-28,2024,0,3005,3846,3287,541.436212121212,559,FALSE
"California",2025-01-02,"calendar","cumulative_nb",2024-11-30,2024,4,686,699,791.5,68.1077272727273,92.5,FALSE
"California",2025-01-02,"calendar","cumulative_nb",2024-12-07,2024,3,1061,1122,1243,86.775303030303,121,FALSE
"California",2025-01-02,"calendar","cumulative_nb",2024-12-14,2024,2,1384,1509,1738.5,157.427727272727,229.5,FALSE
"California",2025-01-02,"calendar","cumulative_nb",2024-12-21,2024,1,2351,2557,2958.5,288.91696969697,401.5,FALSE
"California",2025-01-02,"calendar","cumulative_nb",2024-12-28,2024,0,3005,3846,4056,121.004393939394,210,TRUE
"California",2025-01-02,"calendar","hurdle_ztnb",2024-11-30,2024,4,686,699,686,7.96106060606061,13,TRUE
"California",2025-01-02,"calendar","hurdle_ztnb",2024-12-07,2024,3,1061,1122,1061,45.2665151515152,61,FALSE
"California",2025-01-02,"calendar","hurdle_ztnb",2024-12-14,2024,2,1384,1509,1384,105.923636363636,125,FALSE
"California",2025-01-02,"calendar","hurdle_ztnb",2024-12-21,2024,1,2351,2557,2355,171.104242424242,202,FALSE
"California",2025-01-02,"calendar","hurdle_ztnb",2024-12-28,2024,0,3005,3846,3012,787.46803030303,834,FALSE
"California",2025-01-02,"calendar","hurdle_ztpoisson",2024-11-30,2024,4,686,699,686,13,13,FALSE
"California",2025-01-02,"calendar","hurdle_ztpoisson",2024-12-07,2024,3,1061,1122,1061,35.6263636363637,61,TRUE
"California",2025-01-02,"calendar","hurdle_ztpoisson",2024-12-14,2024,2,1384,1509,1384,122.236363636364,125,FALSE
"California",2025-01-02,"calendar","hurdle_ztpoisson",2024-12-21,2024,1,2351,2557,2351,195.297272727273,206,FALSE
"California",2025-01-02,"calendar","hurdle_ztpoisson",2024-12-28,2024,0,3005,3846,3005,827.023787878788,841,FALSE
"California",2025-01-02,"compressed","empirical_multiplier",2024-11-16,2024,4,313,321,313,8,8,FALSE
"California",2025-01-02,"compressed","empirical_multiplier",2024-11-30,2024,3,686,699,686,13,13,FALSE
"California",2025-01-02,"compressed","empirical_multiplier",2024-12-14,2024,2,1384,1509,1384,125,125,FALSE
"California",2025-01-02,"compressed","empirical_multiplier",2024-12-21,2024,1,2351,2557,2351,206,206,FALSE
"California",2025-01-02,"compressed","empirical_multiplier",2024-12-28,2024,0,3005,3846,3005,841,841,FALSE
"California",2025-01-02,"compressed","cumulative_poisson",2024-11-16,2024,4,313,321,315,4.36363636363637,6,FALSE
"California",2025-01-02,"compressed","cumulative_poisson",2024-11-30,2024,3,686,699,691,4.81106060606061,8,TRUE
"California",2025-01-02,"compressed","cumulative_poisson",2024-12-14,2024,2,1384,1509,1397,107.372727272727,112,FALSE
"California",2025-01-02,"compressed","cumulative_poisson",2024-12-21,2024,1,2351,2557,2377,171.049242424242,180,FALSE
"California",2025-01-02,"compressed","cumulative_poisson",2024-12-28,2024,0,3005,3846,3079,753.030303030303,767,FALSE
"California",2025-01-02,"compressed","cumulative_nb",2024-11-16,2024,4,313,321,315,3.665,6,TRUE
"California",2025-01-02,"compressed","cumulative_nb",2024-11-30,2024,3,686,699,693,3.91151515151515,6,TRUE
"California",2025-01-02,"compressed","cumulative_nb",2024-12-14,2024,2,1384,1509,1399,103.060303030303,110,FALSE
"California",2025-01-02,"compressed","cumulative_nb",2024-12-21,2024,1,2351,2557,2375,170.190606060606,182,FALSE
"California",2025-01-02,"compressed","cumulative_nb",2024-12-28,2024,0,3005,3846,3077.5,750.009696969697,768.5,FALSE
"California",2025-01-02,"compressed","hurdle_ztnb",2024-11-16,2024,4,313,321,313,3.905,8,TRUE
"California",2025-01-02,"compressed","hurdle_ztnb",2024-11-30,2024,3,686,699,686,7.31439393939394,13,TRUE
"California",2025-01-02,"compressed","hurdle_ztnb",2024-12-14,2024,2,1384,1509,1384,113.974090909091,125,FALSE
"California",2025-01-02,"compressed","hurdle_ztnb",2024-12-21,2024,1,2351,2557,2352,191.838787878788,205,FALSE
"California",2025-01-02,"compressed","hurdle_ztnb",2024-12-28,2024,0,3005,3846,3018.5,807.668484848485,827.5,FALSE
"California",2025-01-02,"compressed","hurdle_ztpoisson",2024-11-16,2024,4,313,321,313,5.0830303030303,8,TRUE
"California",2025-01-02,"compressed","hurdle_ztpoisson",2024-11-30,2024,3,686,699,686,6.58424242424242,13,TRUE
"California",2025-01-02,"compressed","hurdle_ztpoisson",2024-12-14,2024,2,1384,1509,1392,102.420909090909,117,FALSE
"California",2025-01-02,"compressed","hurdle_ztpoisson",2024-12-21,2024,1,2351,2557,2372.5,155.972424242424,184.5,FALSE
"California",2025-01-02,"compressed","hurdle_ztpoisson",2024-12-28,2024,0,3005,3846,3084,724.636363636364,762,FALSE
"California",2025-02-15,"calendar","empirical_multiplier",2025-01-18,2025,4,3365,3642,3365,277,277,FALSE
"California",2025-02-15,"calendar","empirical_multiplier",2025-01-25,2025,3,3893,4068,3893,175,175,FALSE
"California",2025-02-15,"calendar","empirical_multiplier",2025-02-01,2025,2,4297,4562,4297,265,265,FALSE
"California",2025-02-15,"calendar","empirical_multiplier",2025-02-08,2025,1,3402,3656,3402,254,254,FALSE
"California",2025-02-15,"calendar","empirical_multiplier",2025-02-15,2025,0,2563,2775,2563,212,212,FALSE
"California",2025-02-15,"calendar","cumulative_poisson",2025-01-18,2025,4,3365,3642,3356.5,283.034090909091,285.5,FALSE
"California",2025-02-15,"calendar","cumulative_poisson",2025-01-25,2025,3,3893,4068,3884,179.853333333333,184,FALSE
"California",2025-02-15,"calendar","cumulative_poisson",2025-02-01,2025,2,4297,4562,4306,248.571515151515,256,FALSE
"California",2025-02-15,"calendar","cumulative_poisson",2025-02-08,2025,1,3402,3656,3512,130.078333333333,144,FALSE
"California",2025-02-15,"calendar","cumulative_poisson",2025-02-15,2025,0,2563,2775,3322,493.779242424243,547,FALSE
"California",2025-02-15,"calendar","cumulative_nb",2025-01-18,2025,4,3365,3642,3776,78.1677272727273,134,TRUE
"California",2025-02-15,"calendar","cumulative_nb",2025-01-25,2025,3,3893,4068,4451,295.621363636364,383,FALSE
"California",2025-02-15,"calendar","cumulative_nb",2025-02-01,2025,2,4297,4562,5074,399.602575757576,512,FALSE
"California",2025-02-15,"calendar","cumulative_nb",2025-02-08,2025,1,3402,3656,4546,711.111818181818,890,FALSE
"California",2025-02-15,"calendar","cumulative_nb",2025-02-15,2025,0,2563,2775,4433.5,1342.89272727273,1658.5,FALSE
"California",2025-02-15,"calendar","hurdle_ztnb",2025-01-18,2025,4,3365,3642,3365,260.968181818182,277,FALSE
"California",2025-02-15,"calendar","hurdle_ztnb",2025-01-25,2025,3,3893,4068,3894,149.117878787879,174,FALSE
"California",2025-02-15,"calendar","hurdle_ztnb",2025-02-01,2025,2,4297,4562,4300,231.276666666667,262,FALSE
"California",2025-02-15,"calendar","hurdle_ztnb",2025-02-08,2025,1,3402,3656,3405,179.890909090909,251,FALSE
"California",2025-02-15,"calendar","hurdle_ztnb",2025-02-15,2025,0,2563,2775,2581,115.985151515152,194,TRUE
"California",2025-02-15,"calendar","hurdle_ztpoisson",2025-01-18,2025,4,3365,3642,3365,251.776515151515,277,FALSE
"California",2025-02-15,"calendar","hurdle_ztpoisson",2025-01-25,2025,3,3893,4068,3893,172.210454545455,175,FALSE
"California",2025-02-15,"calendar","hurdle_ztpoisson",2025-02-01,2025,2,4297,4562,4297,258.254545454545,265,FALSE
"California",2025-02-15,"calendar","hurdle_ztpoisson",2025-02-08,2025,1,3402,3656,3402,248.115909090909,254,FALSE
"California",2025-02-15,"calendar","hurdle_ztpoisson",2025-02-15,2025,0,2563,2775,2563,204.896818181818,212,FALSE
"California",2025-02-15,"compressed","empirical_multiplier",2025-01-11,2025,4,3046,3256,3046,210,210,FALSE
"California",2025-02-15,"compressed","empirical_multiplier",2025-01-25,2025,3,3893,4068,3893,175,175,FALSE
"California",2025-02-15,"compressed","empirical_multiplier",2025-02-01,2025,2,4297,4562,4297,265,265,FALSE
"California",2025-02-15,"compressed","empirical_multiplier",2025-02-08,2025,1,3402,3656,3402,254,254,FALSE
"California",2025-02-15,"compressed","empirical_multiplier",2025-02-15,2025,0,2563,2775,2563,212,212,FALSE
"California",2025-02-15,"compressed","cumulative_poisson",2025-01-11,2025,4,3046,3256,3070,180.472727272727,186,FALSE
"California",2025-02-15,"compressed","cumulative_poisson",2025-01-25,2025,3,3893,4068,3928,130.942727272727,140,FALSE
"California",2025-02-15,"compressed","cumulative_poisson",2025-02-01,2025,2,4297,4562,4338,213.621212121212,224,FALSE
"California",2025-02-15,"compressed","cumulative_poisson",2025-02-08,2025,1,3402,3656,3468,177.670454545455,188,FALSE
"California",2025-02-15,"compressed","cumulative_poisson",2025-02-15,2025,0,2563,2775,2701.5,57.1519696969697,73.5,FALSE
"California",2025-02-15,"compressed","cumulative_nb",2025-01-11,2025,4,3046,3256,3070,179.796060606061,186,FALSE
"California",2025-02-15,"compressed","cumulative_nb",2025-01-25,2025,3,3893,4068,3927,131.916666666667,141,FALSE
"California",2025-02-15,"compressed","cumulative_nb",2025-02-01,2025,2,4297,4562,4335.5,215.495606060606,226.5,FALSE
"California",2025-02-15,"compressed","cumulative_nb",2025-02-08,2025,1,3402,3656,3455.5,187.348181818182,200.5,FALSE
"California",2025-02-15,"compressed","cumulative_nb",2025-02-15,2025,0,2563,2775,2690,64.5842424242424,85,FALSE
"California",2025-02-15,"compressed","hurdle_ztnb",2025-01-11,2025,4,3046,3256,3046,197.139545454545,210,FALSE
"California",2025-02-15,"compressed","hurdle_ztnb",2025-01-25,2025,3,3893,4068,3895,159.048333333333,173,FALSE
"California",2025-02-15,"compressed","hurdle_ztnb",2025-02-01,2025,2,4297,4562,4302,242.971818181818,260,FALSE
"California",2025-02-15,"compressed","hurdle_ztnb",2025-02-08,2025,1,3402,3656,3409,218.717575757576,247,FALSE
"California",2025-02-15,"compressed","hurdle_ztnb",2025-02-15,2025,0,2563,2775,2588.5,142.457575757576,186.5,FALSE
"California",2025-02-15,"compressed","hurdle_ztpoisson",2025-01-11,2025,4,3046,3256,3061,182.466818181818,195,FALSE
"California",2025-02-15,"compressed","hurdle_ztpoisson",2025-01-25,2025,3,3893,4068,3915,133.965454545455,153,FALSE
"California",2025-02-15,"compressed","hurdle_ztpoisson",2025-02-01,2025,2,4297,4562,4327.5,211.75196969697,234.5,FALSE
"California",2025-02-15,"compressed","hurdle_ztpoisson",2025-02-08,2025,1,3402,3656,3442.5,185.612575757576,213.5,FALSE
"California",2025-02-15,"compressed","hurdle_ztpoisson",2025-02-15,2025,0,2563,2775,2618.5,100.710303030303,156.5,FALSE
"California",2025-03-29,"calendar","empirical_multiplier",2025-03-01,2025,4,1426,1462,1426,36,36,FALSE
"California",2025-03-29,"calendar","empirical_multiplier",2025-03-08,2025,3,1047,1068,1047,21,21,FALSE
"California",2025-03-29,"calendar","empirical_multiplier",2025-03-15,2025,2,969,993,969,24,24,FALSE
"California",2025-03-29,"calendar","empirical_multiplier",2025-03-22,2025,1,692,706,692,14,14,FALSE
"California",2025-03-29,"calendar","empirical_multiplier",2025-03-29,2025,0,488,592,488,104,104,FALSE
"California",2025-03-29,"calendar","cumulative_poisson",2025-03-01,2025,4,1426,1462,1430,30.3854545454545,32,FALSE
"California",2025-03-29,"calendar","cumulative_poisson",2025-03-08,2025,3,1047,1068,1053,12.429696969697,15,FALSE
"California",2025-03-29,"calendar","cumulative_poisson",2025-03-15,2025,2,969,993,985,4.92090909090909,8,TRUE
"California",2025-03-29,"calendar","cumulative_poisson",2025-03-22,2025,1,692,706,726,13.3845454545455,20,FALSE
"California",2025-03-29,"calendar","cumulative_poisson",2025-03-29,2025,0,488,592,616,13.1362121212121,24,TRUE
"California",2025-03-29,"calendar","cumulative_nb",2025-03-01,2025,4,1426,1462,1715,193.54,253,FALSE
"California",2025-03-29,"calendar","cumulative_nb",2025-03-08,2025,3,1047,1068,1354.5,218.908333333333,286.5,FALSE
"California",2025-03-29,"calendar","cumulative_nb",2025-03-15,2025,2,969,993,1333,266.062272727273,340,FALSE
"California",2025-03-29,"calendar","cumulative_nb",2025-03-22,2025,1,692,706,1160.5,348.89196969697,454.5,FALSE
"California",2025-03-29,"calendar","cumulative_nb",2025-03-29,2025,0,488,592,1194.5,409.472121212121,602.5,FALSE
"California",2025-03-29,"calendar","hurdle_ztnb",2025-03-01,2025,4,1426,1462,1427,19.1963636363636,35,TRUE
"California",2025-03-29,"calendar","hurdle_ztnb",2025-03-08,2025,3,1047,1068,1050,9.60848484848484,18,TRUE
"California",2025-03-29,"calendar","hurdle_ztnb",2025-03-15,2025,2,969,993,971.5,10.5406060606061,21.5,TRUE
"California",2025-03-29,"calendar","hurdle_ztnb",2025-03-22,2025,1,692,706,702.5,12.995606060606,3.5,TRUE
"California",2025-03-29,"calendar","hurdle_ztnb",2025-03-29,2025,0,488,592,516.5,41.4925757575757,75.5,TRUE
"California",2025-03-29,"calendar","hurdle_ztpoisson",2025-03-01,2025,4,1426,1462,1426,36,36,FALSE
"California",2025-03-29,"calendar","hurdle_ztpoisson",2025-03-08,2025,3,1047,1068,1047,21,21,FALSE
"California",2025-03-29,"calendar","hurdle_ztpoisson",2025-03-15,2025,2,969,993,969,24,24,FALSE
"California",2025-03-29,"calendar","hurdle_ztpoisson",2025-03-22,2025,1,692,706,692,14,14,FALSE
"California",2025-03-29,"calendar","hurdle_ztpoisson",2025-03-29,2025,0,488,592,488,101.950909090909,104,FALSE
"California",2025-03-29,"compressed","empirical_multiplier",2025-03-01,2025,4,1426,1462,1426,36,36,FALSE
"California",2025-03-29,"compressed","empirical_multiplier",2025-03-08,2025,3,1047,1068,1047,21,21,FALSE
"California",2025-03-29,"compressed","empirical_multiplier",2025-03-15,2025,2,969,993,969,24,24,FALSE
"California",2025-03-29,"compressed","empirical_multiplier",2025-03-22,2025,1,692,706,692,14,14,FALSE
"California",2025-03-29,"compressed","empirical_multiplier",2025-03-29,2025,0,488,592,488,104,104,FALSE
"California",2025-03-29,"compressed","cumulative_poisson",2025-03-01,2025,4,1426,1462,1437,21.1831818181818,25,FALSE
"California",2025-03-29,"compressed","cumulative_poisson",2025-03-08,2025,3,1047,1068,1057,7.11181818181817,11,FALSE
"California",2025-03-29,"compressed","cumulative_poisson",2025-03-15,2025,2,969,993,982,6.69090909090909,11,TRUE
"California",2025-03-29,"compressed","cumulative_poisson",2025-03-22,2025,1,692,706,709,1.88681818181818,3,TRUE
"California",2025-03-29,"compressed","cumulative_poisson",2025-03-29,2025,0,488,592,518,69.359696969697,74,FALSE
"California",2025-03-29,"compressed","cumulative_nb",2025-03-01,2025,4,1426,1462,1437,22.1272727272727,25,FALSE
"California",2025-03-29,"compressed","cumulative_nb",2025-03-08,2025,3,1047,1068,1057,7.26196969696968,11,FALSE
"California",2025-03-29,"compressed","cumulative_nb",2025-03-15,2025,2,969,993,982,7.39878787878788,11,TRUE
"California",2025-03-29,"compressed","cumulative_nb",2025-03-22,2025,1,692,706,706,1.42969696969697,0,TRUE
"California",2025-03-29,"compressed","cumulative_nb",2025-03-29,2025,0,488,592,516,70.34,76,FALSE
"California",2025-03-29,"compressed","hurdle_ztnb",2025-03-01,2025,4,1426,1462,1427,21.6868181818182,35,TRUE
"California",2025-03-29,"compressed","hurdle_ztnb",2025-03-08,2025,3,1047,1068,1050,9.80090909090909,18,TRUE
"California",2025-03-29,"compressed","hurdle_ztnb",2025-03-15,2025,2,969,993,976.5,9.27272727272728,16.5,TRUE
"California",2025-03-29,"compressed","hurdle_ztnb",2025-03-22,2025,1,692,706,704,8.03939393939393,2,TRUE
"California",2025-03-29,"compressed","hurdle_ztnb",2025-03-29,2025,0,488,592,522.5,37.7939393939394,69.5,TRUE
"California",2025-03-29,"compressed","hurdle_ztpoisson",2025-03-01,2025,4,1426,1462,1391,55.6778787878788,71,FALSE
"California",2025-03-29,"compressed","hurdle_ztpoisson",2025-03-08,2025,3,1047,1068,1022.5,34.1037878787879,45.5,FALSE
"California",2025-03-29,"compressed","hurdle_ztpoisson",2025-03-15,2025,2,969,993,946.5,35.0228787878788,46.5,FALSE
"California",2025-03-29,"compressed","hurdle_ztpoisson",2025-03-22,2025,1,692,706,686,12.8286363636364,20,TRUE
"California",2025-03-29,"compressed","hurdle_ztpoisson",2025-03-29,2025,0,488,592,501,82.3051515151515,91,FALSE
"California",2025-04-26,"calendar","empirical_multiplier",2025-03-29,2025,4,565,592,565,27,27,FALSE
"California",2025-04-26,"calendar","empirical_multiplier",2025-04-05,2025,3,446,453,446,7,7,FALSE
"California",2025-04-26,"calendar","empirical_multiplier",2025-04-12,2025,2,412,418,412,6,6,FALSE
"California",2025-04-26,"calendar","empirical_multiplier",2025-04-19,2025,1,340,355,340,15,15,FALSE
"California",2025-04-26,"calendar","empirical_multiplier",2025-04-26,2025,0,229,253,229,24,24,FALSE
"California",2025-04-26,"calendar","cumulative_poisson",2025-03-29,2025,4,565,592,567,24.2490909090909,25,FALSE
"California",2025-04-26,"calendar","cumulative_poisson",2025-04-05,2025,3,446,453,449,2.84787878787879,4,FALSE
"California",2025-04-26,"calendar","cumulative_poisson",2025-04-12,2025,2,412,418,418,0.681818181818182,0,TRUE
"California",2025-04-26,"calendar","cumulative_poisson",2025-04-19,2025,1,340,355,357,1.68196969696969,2,TRUE
"California",2025-04-26,"calendar","cumulative_poisson",2025-04-26,2025,0,229,253,287,24.7709090909091,34,FALSE
"California",2025-04-26,"calendar","cumulative_nb",2025-03-29,2025,4,565,592,662.5,50.4506060606061,70.5,FALSE
"California",2025-04-26,"calendar","cumulative_nb",2025-04-05,2025,3,446,453,560,80.3565151515152,107,FALSE
"California",2025-04-26,"calendar","cumulative_nb",2025-04-12,2025,2,412,418,550.5,103.216212121212,132.5,FALSE
"California",2025-04-26,"calendar","cumulative_nb",2025-04-19,2025,1,340,355,522,130.404848484848,167,FALSE
"California",2025-04-26,"calendar","cumulative_nb",2025-04-26,2025,0,229,253,489.5,178.77,236.5,FALSE
"California",2025-04-26,"calendar","hurdle_ztnb",2025-03-29,2025,4,565,592,566,13.1066666666667,26,TRUE
"California",2025-04-26,"calendar","hurdle_ztnb",2025-04-05,2025,3,446,453,448,4.72348484848485,5,TRUE
"California",2025-04-26,"calendar","hurdle_ztnb",2025-04-12,2025,2,412,418,415.5,5.02333333333334,2.5,TRUE
"California",2025-04-26,"calendar","hurdle_ztnb",2025-04-19,2025,1,340,355,347,10.1456060606061,8,TRUE
"California",2025-04-26,"calendar","hurdle_ztnb",2025-04-26,2025,0,229,253,257.5,20.0427272727273,4.5,TRUE
"California",2025-04-26,"calendar","hurdle_ztpoisson",2025-03-29,2025,4,565,592,565,27,27,FALSE
"California",2025-04-26,"calendar","hurdle_ztpoisson",2025-04-05,2025,3,446,453,446,7,7,FALSE
"California",2025-04-26,"calendar","hurdle_ztpoisson",2025-04-12,2025,2,412,418,412,6,6,FALSE
"California",2025-04-26,"calendar","hurdle_ztpoisson",2025-04-19,2025,1,340,355,340,15,15,FALSE
"California",2025-04-26,"calendar","hurdle_ztpoisson",2025-04-26,2025,0,229,253,229,24.0759090909091,24,FALSE
"California",2025-04-26,"compressed","empirical_multiplier",2025-03-29,2025,4,565,592,565,27,27,FALSE
"California",2025-04-26,"compressed","empirical_multiplier",2025-04-05,2025,3,446,453,446,7,7,FALSE
"California",2025-04-26,"compressed","empirical_multiplier",2025-04-12,2025,2,412,418,412,6,6,FALSE
"California",2025-04-26,"compressed","empirical_multiplier",2025-04-19,2025,1,340,355,340,15,15,FALSE
"California",2025-04-26,"compressed","empirical_multiplier",2025-04-26,2025,0,229,253,229,24,24,FALSE
"California",2025-04-26,"compressed","cumulative_poisson",2025-03-29,2025,4,565,592,569,20.6145454545455,23,FALSE
"California",2025-04-26,"compressed","cumulative_poisson",2025-04-05,2025,3,446,453,450,1.46363636363636,3,TRUE
"California",2025-04-26,"compressed","cumulative_poisson",2025-04-12,2025,2,412,418,418,0.845454545454545,0,TRUE
"California",2025-04-26,"compressed","cumulative_poisson",2025-04-19,2025,1,340,355,349,3.25590909090909,6,TRUE
"California",2025-04-26,"compressed","cumulative_poisson",2025-04-26,2025,0,229,253,244,5.64545454545455,9,TRUE
"California",2025-04-26,"compressed","cumulative_nb",2025-03-29,2025,4,565,592,569,20.9037878787879,23,FALSE
"California",2025-04-26,"compressed","cumulative_nb",2025-04-05,2025,3,446,453,450,1.44681818181818,3,TRUE
"California",2025-04-26,"compressed","cumulative_nb",2025-04-12,2025,2,412,418,417,0.859545454545454,1,TRUE
"California",2025-04-26,"compressed","cumulative_nb",2025-04-19,2025,1,340,355,348,4.59469696969697,7,TRUE
"California",2025-04-26,"compressed","cumulative_nb",2025-04-26,2025,0,229,253,243,6.94545454545455,10,FALSE
"California",2025-04-26,"compressed","hurdle_ztnb",2025-03-29,2025,4,565,592,565,15.1337878787879,27,TRUE
"California",2025-04-26,"compressed","hurdle_ztnb",2025-04-05,2025,3,446,453,449,4.01757575757576,4,TRUE
"California",2025-04-26,"compressed","hurdle_ztnb",2025-04-12,2025,2,412,418,418,5.43318181818182,0,TRUE
"California",2025-04-26,"compressed","hurdle_ztnb",2025-04-19,2025,1,340,355,352,7.61878787878788,3,TRUE
"California",2025-04-26,"compressed","hurdle_ztnb",2025-04-26,2025,0,229,253,265,14.3598484848485,12,TRUE
"California",2025-04-26,"compressed","hurdle_ztpoisson",2025-03-29,2025,4,565,592,553.5,33.1542424242424,38.5,FALSE
"California",2025-04-26,"compressed","hurdle_ztpoisson",2025-04-05,2025,3,446,453,439,9.86106060606061,14,FALSE
"California",2025-04-26,"compressed","hurdle_ztpoisson",2025-04-12,2025,2,412,418,407,8.20742424242424,11,TRUE
"California",2025-04-26,"compressed","hurdle_ztpoisson",2025-04-19,2025,1,340,355,340,12.6789393939394,15,FALSE
"California",2025-04-26,"compressed","hurdle_ztpoisson",2025-04-26,2025,0,229,253,236,11.7559090909091,17,FALSE
"California",2025-05-31,"calendar","empirical_multiplier",2025-05-03,2025,4,241,235,241,6,6,FALSE
"California",2025-05-31,"calendar","empirical_multiplier",2025-05-10,2025,3,171,175,171,4,4,FALSE
"California",2025-05-31,"calendar","empirical_multiplier",2025-05-17,2025,2,167,168,167,1,1,FALSE
"California",2025-05-31,"calendar","empirical_multiplier",2025-05-24,2025,1,179,183,179,4,4,FALSE
"California",2025-05-31,"calendar","empirical_multiplier",2025-05-31,2025,0,164,188,164,24,24,FALSE
"California",2025-05-31,"calendar","cumulative_poisson",2025-05-03,2025,4,241,235,242,6.31818181818182,7,FALSE
