"location","origin","clock","model","nll","convergence","max_gradient","gradient_status","finite_fit","finite_prediction","leakage_ok","use_random","retraction_mass","q_C_min","q_C_max","q_terminal","reconstruction","negative_projection_count","n_cells","fit_seconds","warnings"
"Iowa",2025-03-29,"calendar","cumulative_poisson",4195.6716474369,0,0.00978499882069295,"pass",TRUE,TRUE,TRUE,TRUE,0.0121893307841715,0.848303064602537,0.987810694690196,0.987810694690196,"anchored independent signed-Poisson update approximation",0,1890,2.72600000000011,""
"Iowa",2025-03-29,"calendar","cumulative_nb",4372.97159400319,0,0.000129965287839588,"pass",TRUE,TRUE,TRUE,TRUE,0.0218972215692134,0.831791675127536,0.978102913939151,0.978102913939151,"anchored independent signed-Poisson update approximation",0,1890,4.77800000000025,"NA/NaN function evaluation"
"Iowa",2025-03-29,"calendar","hurdle_ztnb",960.461461646469,0,0.00051243297971304,"pass",TRUE,TRUE,TRUE,FALSE,0.0185075587036808,0.851901243874595,0.981495392937727,0.981495392937727,"anchored sequential hurdle updates",2,1890,3.85699999999997,""
"Iowa",2025-03-29,"calendar","hurdle_ztpoisson",1146.3778659841,0,0.0116984146510745,"pass",TRUE,TRUE,TRUE,FALSE,0.0252867686690716,0.843542584039596,0.974718646649595,0.974718646649595,"anchored sequential hurdle updates",0,1890,3.73099999999977,""
"Iowa",2025-03-29,"compressed","cumulative_poisson",2822.81168585349,0,0.0029531971725868,"pass",TRUE,TRUE,TRUE,TRUE,0.00871953869426144,0.926445649529722,0.995570508117225,0.991280462162069,"anchored independent signed-Poisson update approximation",0,945,1.87899999999991,""
"Iowa",2025-03-29,"compressed","cumulative_nb",3046.54925699229,0,0.000239975614782395,"pass",TRUE,TRUE,TRUE,TRUE,0.0115390687580233,0.923640059425141,0.994202528413702,0.988460932409618,"anchored independent signed-Poisson update approximation",0,945,2.71300000000019,"NA/NaN function evaluation"
"Iowa",2025-03-29,"compressed","hurdle_ztnb",677.523381086326,0,0.000281701559633363,"pass",TRUE,TRUE,TRUE,FALSE,0.0164354258069531,0.88914203558663,0.983566992196264,0.983566992196264,"anchored sequential hurdle updates",1,945,3.01499999999987,""
"Iowa",2025-03-29,"compressed","hurdle_ztpoisson",758.577135049892,0,0.00500747416476599,"pass",TRUE,TRUE,TRUE,FALSE,0.0123272253705072,0.916962930180185,0.987674603333831,0.987674603333831,"anchored sequential hurdle updates",0,945,2.96000000000004,""
"Iowa",2025-04-26,"calendar","cumulative_poisson",4520.1689822024,0,0.0112920597158894,"pass",TRUE,TRUE,TRUE,TRUE,0.00922201018940844,0.851801522359268,0.990778035564902,0.990778035564902,"anchored independent signed-Poisson update approximation",0,1998,2.76600000000008,""
"Iowa",2025-04-26,"calendar","cumulative_nb",4712.7938764983,0,0.0103967586703148,"pass",TRUE,TRUE,TRUE,TRUE,0.0155145353540751,0.841169622131139,0.984485590299171,0.984485590299171,"anchored independent signed-Poisson update approximation",0,1998,6.17899999999963,"NA/NaN function evaluation"
"Iowa",2025-04-26,"calendar","hurdle_ztnb",1029.72089305058,0,0.00175831507720361,"pass",TRUE,TRUE,TRUE,FALSE,0.0175449337461473,0.847076542493849,0.982458133218823,0.982458133218823,"anchored sequential hurdle updates",3,1998,4.19400000000041,""
"Iowa",2025-04-26,"calendar","hurdle_ztpoisson",1207.95011437098,0,0.00590311607354118,"pass",TRUE,TRUE,TRUE,FALSE,0.0239517184089438,0.842363003824094,0.976053410003256,0.976053410003256,"anchored sequential hurdle updates",0,1998,3.77999999999975,""
"Iowa",2025-04-26,"compressed","cumulative_poisson",3181.63274176324,0,0.00475394138799756,"pass",TRUE,TRUE,TRUE,TRUE,0.0061969345784895,0.925290868153267,0.996801047863866,0.993803065927693,"anchored independent signed-Poisson update approximation",0,1053,2.0300000000002,""
"Iowa",2025-04-26,"compressed","cumulative_nb",3413.74949980631,0,0.00308297313176509,"pass",TRUE,TRUE,TRUE,TRUE,0.00805167751403565,0.924173025828573,0.995933274066781,0.991948323122909,"anchored independent signed-Poisson update approximation",0,1053,2.73300000000017,"NA/NaN function evaluation"
"Iowa",2025-04-26,"compressed","hurdle_ztnb",748.632529637717,0,0.000417256780681274,"pass",TRUE,TRUE,TRUE,FALSE,0.0153425860948752,0.887378299380165,0.9846598986086,0.9846598986086,"anchored sequential hurdle updates",6,1053,3.14799999999968,""
"Iowa",2025-04-26,"compressed","hurdle_ztpoisson",815.777999407828,0,0.00590588284692684,"pass",TRUE,TRUE,TRUE,FALSE,0.0116676478357403,0.91465123693141,0.988334132944106,0.988334132944106,"anchored sequential hurdle updates",0,1053,3.13500000000022,""
"Iowa",2025-05-31,"calendar","cumulative_poisson",4928.23877799319,0,0.0124373101317572,"pass",TRUE,TRUE,TRUE,TRUE,0.00727116367577225,0.85295154666867,0.992728896975773,0.992728896975773,"anchored independent signed-Poisson update approximation",0,2133,3.21199999999999,""
"Iowa",2025-05-31,"calendar","cumulative_nb",5137.60815124828,0,0.00526604452006127,"pass",TRUE,TRUE,TRUE,TRUE,0.0111356179426308,0.845999323168624,0.988864480178863,0.988864480178863,"anchored independent signed-Poisson update approximation",0,2133,5.31700000000001,""
"Iowa",2025-05-31,"calendar","hurdle_ztnb",1066.11614317187,0,0.00143680624894049,"pass",TRUE,TRUE,TRUE,FALSE,0.0177150076321788,0.844721787256968,0.982288163516331,0.982288163516331,"anchored sequential hurdle updates",22,2133,4.15599999999995,""
"Iowa",2025-05-31,"calendar","hurdle_ztpoisson",1245.5631302394,0,0.0154450376443436,"pass",TRUE,TRUE,TRUE,FALSE,0.0251966649047675,0.849703867252453,0.974807998854322,0.974807998854322,"anchored sequential hurdle updates",1,2133,3.98000000000002,""
"Iowa",2025-05-31,"compressed","cumulative_poisson",3592.52912399687,0,0.00132514476278089,"pass",TRUE,TRUE,TRUE,TRUE,0.00733962026348358,0.908686553639917,0.992660561477678,0.992660561477678,"anchored independent signed-Poisson update approximation",0,1188,2.05799999999999,""
"Iowa",2025-05-31,"compressed","cumulative_nb",3832.68616568053,0,0.000353930971199123,"pass",TRUE,TRUE,TRUE,TRUE,0.00609029110905988,0.923518017370564,0.996981259471122,0.993909709270115,"anchored independent signed-Poisson update approximation",0,1188,2.86499999999978,""
"Iowa",2025-05-31,"compressed","hurdle_ztnb",785.412563130069,0,0.000129440750141763,"pass",TRUE,TRUE,TRUE,FALSE,0.0159344158644836,0.883089148110056,0.984068179774437,0.984068179774437,"anchored sequential hurdle updates",32,1188,3.29100000000017,""
"Iowa",2025-05-31,"compressed","hurdle_ztpoisson",840.787205087336,0,0.0017068257039452,"pass",TRUE,TRUE,TRUE,FALSE,0.0117476045367957,0.915958959921865,0.988254069217216,0.988254069217216,"anchored sequential hurdle updates",1,1188,3.25399999999991,""
"Kansas",2025-01-02,"calendar","cumulative_poisson",3287.91610128563,0,0.000242154943377787,"pass",TRUE,TRUE,TRUE,TRUE,0.0859554616576983,0.82121388395593,0.914047822837457,0.914047822837457,"anchored independent signed-Poisson update approximation",0,1539,2.24599999999964,""
"Kansas",2025-01-02,"calendar","cumulative_nb",3499.25158767616,0,0.000305330650011315,"pass",TRUE,TRUE,TRUE,TRUE,0.0844059148208905,0.818385607549797,0.915597462293149,0.915597462293149,"anchored independent signed-Poisson update approximation",1,1539,3.12700000000041,""
"Kansas",2025-01-02,"calendar","hurdle_ztnb",689.663019522295,0,0.000441992448486778,"pass",TRUE,TRUE,TRUE,FALSE,0.0224563745022732,0.882528245206556,0.977546819849609,0.977546819849609,"anchored sequential hurdle updates",4,1539,3.55800000000045,""
"Kansas",2025-01-02,"calendar","hurdle_ztpoisson",762.218207273124,0,0.00489615973766038,"pass",TRUE,TRUE,TRUE,FALSE,0.0214905847983919,0.881272673633962,0.978512739383163,0.978512739383163,"anchored sequential hurdle updates",0,1539,3.096,""
"Kansas",2025-01-02,"compressed","cumulative_poisson",1938.33699220492,0,0.000102002100252879,"pass",TRUE,TRUE,TRUE,TRUE,0.0842440831608185,0.90777539268258,0.995523478208484,0.915833621612421,"anchored independent signed-Poisson update approximation",1,648,1.64699999999993,""
"Kansas",2025-01-02,"compressed","cumulative_nb",2106.33441471229,0,0.00219714426593187,"pass",TRUE,TRUE,TRUE,TRUE,0.129567910357381,0.83718860132563,0.906865942040263,0.870437784614632,"anchored independent signed-Poisson update approximation",0,648,1.97899999999981,"NA/NaN function evaluation"
"Kansas",2025-01-02,"compressed","hurdle_ztnb",568.796739573399,0,7.94105658592503e-05,"pass",TRUE,TRUE,TRUE,FALSE,0.0612667014328664,0.882506738334508,0.939814362705684,0.938783646999142,"anchored sequential hurdle updates",6,648,2.72800000000007,""
"Kansas",2025-01-02,"compressed","hurdle_ztpoisson",735.360538248808,0,0.00313122954513401,"pass",TRUE,TRUE,TRUE,FALSE,0.406120118225398,0.59580479312377,0.964769215217118,0.59580479312377,"anchored sequential hurdle updates",91,648,2.69500000000016,""
"Kansas",2025-02-15,"calendar","cumulative_poisson",4126.8411354611,0,0.00114992264916403,"pass",TRUE,TRUE,TRUE,TRUE,0.0152491138332318,0.800399040554946,0.999750777278964,0.98475088616692,"anchored independent signed-Poisson update approximation",0,1728,2.56200000000035,""
"Kansas",2025-02-15,"calendar","cumulative_nb",4211.88656541852,0,0.000356401932729344,"pass",TRUE,TRUE,TRUE,TRUE,0.0273477866816337,0.79421093965325,0.977668557481411,0.972652219737215,"anchored independent signed-Poisson update approximation",0,1728,3.84299999999985,"NA/NaN function evaluation"
"Kansas",2025-02-15,"calendar","hurdle_ztnb",852.156469433695,0,0.000422055831372968,"pass",TRUE,TRUE,TRUE,FALSE,0.029423923911638,0.860785264994406,0.970579034358949,0.970579034358949,"anchored sequential hurdle updates",0,1728,3.52300000000014,""
"Kansas",2025-02-15,"calendar","hurdle_ztpoisson",1037.4194940748,0,0.00898399314842183,"pass",TRUE,TRUE,TRUE,FALSE,0.119343643120836,0.831013320351835,0.880669185317778,0.880669185317778,"anchored sequential hurdle updates",6,1728,3.66100000000006,""
"Kansas",2025-02-15,"compressed","cumulative_poisson",2423.96795544717,0,0.00135036712834991,"pass",TRUE,TRUE,TRUE,TRUE,0.0838426457177133,0.916157354282287,1,0.916157354282287,"anchored independent signed-Poisson update approximation",5,783,1.82099999999991,""
"Kansas",2025-02-15,"compressed","cumulative_nb",2595.79931225348,0,0.000783197945608452,"pass",TRUE,TRUE,TRUE,TRUE,0.071527852973313,0.928472147026687,1,0.928472147026687,"anchored independent signed-Poisson update approximation",0,783,2.12699999999995,""
"Kansas",2025-02-15,"compressed","hurdle_ztnb",670.238636532205,0,0.000766293463038803,"pass",TRUE,TRUE,TRUE,FALSE,0.0468725226739818,0.878486868605538,0.953155158191762,0.953155158191762,"anchored sequential hurdle updates",3,783,2.86000000000013,""
"Kansas",2025-02-15,"compressed","hurdle_ztpoisson",925.463958216376,0,0.00613711629510061,"pass",TRUE,TRUE,TRUE,FALSE,0.0396269103122972,0.904654728191702,0.960387970583472,0.960387970583472,"anchored sequential hurdle updates",0,783,2.80600000000004,""
"Kansas",2025-03-29,"calendar","cumulative_poisson",4583.41350200455,0,0.00703186490872354,"pass",TRUE,TRUE,TRUE,TRUE,0.0126016764523119,0.792848241767674,0.987398324426759,0.987398324426759,"anchored independent signed-Poisson update approximation",0,1890,2.63300000000027,""
"Kansas",2025-03-29,"calendar","cumulative_nb",4699.50609086894,0,0.0060483322971101,"pass",TRUE,TRUE,TRUE,TRUE,0.0239822316805981,0.791039081111822,0.976017835346016,0.976017835346016,"anchored independent signed-Poisson update approximation",0,1890,4.38699999999972,"NA/NaN function evaluation"
"Kansas",2025-03-29,"calendar","hurdle_ztnb",1051.88641843251,0,0.000571719774302704,"pass",TRUE,TRUE,TRUE,FALSE,0.023121758818512,0.839888751253285,0.976881193751107,0.976881193751107,"anchored sequential hurdle updates",1,1890,3.9380000000001,""
"Kansas",2025-03-29,"calendar","hurdle_ztpoisson",1283.4970906444,0,0.00369712590428994,"pass",TRUE,TRUE,TRUE,FALSE,0.0613526117586304,0.807526809336662,0.93865630847295,0.93865630847295,"anchored sequential hurdle updates",0,1890,3.875,""
"Kansas",2025-03-29,"compressed","cumulative_poisson",3001.04320888247,0,0.0029136908470031,"pass",TRUE,TRUE,TRUE,TRUE,0.0881337650759197,0.906476931781972,0.999999999996297,0.91186623492408,"anchored independent signed-Poisson update approximation",0,945,2.14499999999998,"NA/NaN function evaluation"
"Kansas",2025-03-29,"compressed","cumulative_nb",3191.84509556934,0,0.00406013041672937,"pass",TRUE,TRUE,TRUE,TRUE,0.0788079866863717,0.912820937264558,0.999999999999796,0.921192013313628,"anchored independent signed-Poisson update approximation",0,945,2.41200000000026,""
"Kansas",2025-03-29,"compressed","hurdle_ztnb",856.681887718525,0,0.000530488726104839,"pass",TRUE,TRUE,TRUE,FALSE,0.0406311978592447,0.848509445646555,0.959396969868757,0.959396969868757,"anchored sequential hurdle updates",0,945,3.2170000000001,""
"Kansas",2025-03-29,"compressed","hurdle_ztpoisson",1149.05651049615,0,0.00265362910128042,"pass",TRUE,TRUE,TRUE,FALSE,0.0338582467528483,0.898486258312365,0.966151667717945,0.966151667717945,"anchored sequential hurdle updates",0,945,3.15800000000036,""
"Kansas",2025-04-26,"calendar","cumulative_poisson",4927.47347701784,0,0.000938564639762385,"pass",TRUE,TRUE,TRUE,TRUE,0.00952810802688777,0.800193453243645,0.990471892364954,0.990471892364954,"anchored independent signed-Poisson update approximation",0,1998,2.83200000000033,""
"Kansas",2025-04-26,"calendar","cumulative_nb",5067.30770801877,0,0.0099646097312458,"pass",TRUE,TRUE,TRUE,TRUE,0.0181813751172285,0.801604810738147,0.981818659736569,0.981818659736569,"anchored independent signed-Poisson update approximation",0,1998,6.16899999999987,"NA/NaN function evaluation"
"Kansas",2025-04-26,"calendar","hurdle_ztnb",1098.30654058999,0,0.00049032769907803,"pass",TRUE,TRUE,TRUE,FALSE,0.0213329171886222,0.84075059675844,0.978669752719619,0.978669752719619,"anchored sequential hurdle updates",9,1998,4.1260000000002,""
"Kansas",2025-04-26,"calendar","hurdle_ztpoisson",1337.13006697265,0,0.0106337665560985,"pass",TRUE,TRUE,TRUE,FALSE,0.0562451229598789,0.810795643393016,0.943761126446869,0.943761126446869,"anchored sequential hurdle updates",0,1998,4.08100000000013,""
"Kansas",2025-04-26,"compressed","cumulative_poisson",3372.03302518392,0,0.00257744507234947,"pass",TRUE,TRUE,TRUE,TRUE,0.0734997092165494,0.907007077649538,0.999999999999852,0.926500290783451,"anchored independent signed-Poisson update approximation",0,1053,2.0930000000003,"NA/NaN function evaluation"
"Kansas",2025-04-26,"compressed","cumulative_nb",3573.79926978667,0,0.000293728590233355,"pass",TRUE,TRUE,TRUE,TRUE,0.0676909199563885,0.912734182881732,0.999999999999975,0.932309080043612,"anchored independent signed-Poisson update approximation",0,1053,2.96000000000004,"NA/NaN function evaluation"
"Kansas",2025-04-26,"compressed","hurdle_ztnb",900.460544989993,0,0.00138520790347751,"pass",TRUE,TRUE,TRUE,FALSE,0.0371609400353193,0.851409854680602,0.962864540214511,0.962864540214511,"anchored sequential hurdle updates",26,1053,3.36799999999994,""
"Kansas",2025-04-26,"compressed","hurdle_ztpoisson",1189.18482615211,0,0.0087617874209478,"pass",TRUE,TRUE,TRUE,FALSE,0.0313852289015351,0.8993002097636,0.968623259146251,0.968623259146251,"anchored sequential hurdle updates",0,1053,3.26999999999998,""
"Kansas",2025-05-31,"calendar","cumulative_poisson",5360.31128725634,0,0.006294548794085,"pass",TRUE,TRUE,TRUE,TRUE,0.00746657727865989,0.802985799436985,0.992533422913545,0.992533422913545,"anchored independent signed-Poisson update approximation",0,2133,3.09900000000016,""
"Kansas",2025-05-31,"calendar","cumulative_nb",5527.43746466403,0,0.00811567591174861,"pass",TRUE,TRUE,TRUE,TRUE,0.0131290565841096,0.806543819701377,0.986870951236792,0.986870951236792,"anchored independent signed-Poisson update approximation",0,2133,7.49000000000024,"NA/NaN function evaluation"
"Kansas",2025-05-31,"calendar","hurdle_ztnb",1142.42104784301,0,0.000280665023194071,"pass",TRUE,TRUE,TRUE,FALSE,0.020517449100512,0.839134069084751,0.979485195604968,0.979485195604968,"anchored sequential hurdle updates",11,2133,4.28800000000001,""
"Kansas",2025-05-31,"calendar","hurdle_ztpoisson",1380.34987221768,0,0.00932897592474172,"pass",TRUE,TRUE,TRUE,FALSE,0.0537461771790268,0.813284169346737,0.946258574200918,0.946258574200918,"anchored sequential hurdle updates",0,2133,4.04100000000017,""
"Kansas",2025-05-31,"compressed","cumulative_poisson",3811.08223177046,0,0.000312967360659888,"pass",TRUE,TRUE,TRUE,TRUE,0.0512269381106791,0.909620063024709,0.99999999999916,0.948773113724595,"anchored independent signed-Poisson update approximation",0,1188,2.56099999999969,"NA/NaN function evaluation"
"Kansas",2025-05-31,"compressed","cumulative_nb",4021.57796826888,0,0.000224834775046354,"pass",TRUE,TRUE,TRUE,TRUE,0.0474702599234742,0.914306701040866,0.99999999999989,0.952529740097074,"anchored independent signed-Poisson update approximation",0,1188,3.49800000000005,"NA/NaN function evaluation"
"Kansas",2025-05-31,"compressed","hurdle_ztnb",944.282115949592,0,0.00402983602793938,"pass",TRUE,TRUE,TRUE,FALSE,0.036033778235225,0.850347420761917,0.963990986031992,0.963990986031992,"anchored sequential hurdle updates",60,1188,3.50199999999995,""
"Kansas",2025-05-31,"compressed","hurdle_ztpoisson",1218.21128116458,0,0.0248782468931918,"pass",TRUE,TRUE,TRUE,FALSE,0.0301121802850465,0.898600341056672,0.969895621344984,0.969895621344984,"anchored sequential hurdle updates",1,1188,3.47399999999971,""
"Kentucky",2025-01-02,"calendar","cumulative_poisson",3769.41844639533,0,0.000384471751323556,"pass",TRUE,TRUE,TRUE,TRUE,0.073506890256012,0.900665602455405,0.926498036361371,0.926498036361371,"anchored independent signed-Poisson update approximation",0,1539,2.26499999999987,""
"Kentucky",2025-01-02,"calendar","cumulative_nb",4009.30544946792,0,0.00123865668864828,"pass",TRUE,TRUE,TRUE,TRUE,0.0800041357914965,0.890268976432248,0.920001006135513,0.920001006135513,"anchored independent signed-Poisson update approximation",0,1539,3.59500000000025,""
"Kentucky",2025-01-02,"calendar","hurdle_ztnb",670.472121277688,0,0.00065588826487506,"pass",TRUE,TRUE,TRUE,FALSE,0.0346093224265598,0.932183753723057,0.965393680928578,0.965393680928578,"anchored sequential hurdle updates",2,1539,3.10599999999977,""
"Kentucky",2025-01-02,"calendar","hurdle_ztpoisson",718.134108901153,0,0.0103545333300537,"pass",TRUE,TRUE,TRUE,FALSE,0.0182417123270564,0.951659070152228,0.981759534518251,0.981759534518251,"anchored sequential hurdle updates",1,1539,3.15300000000025,""
"Kentucky",2025-01-02,"compressed","cumulative_poisson",2128.12079405381,0,0.000478615972890228,"pass",TRUE,TRUE,TRUE,TRUE,0.0241339668697415,0.975866033542136,0.989076069658322,0.975866033542136,"anchored independent signed-Poisson update approximation",0,648,1.69300000000021,""
"Kentucky",2025-01-02,"compressed","cumulative_nb",2349.16105282294,0,0.000573943817579303,"pass",TRUE,TRUE,TRUE,TRUE,0.0281302398836724,0.971869760841318,0.985400890315018,0.971869760841318,"anchored independent signed-Poisson update approximation",0,648,1.91799999999967,""
"Kentucky",2025-01-02,"compressed","hurdle_ztnb",481.147563315481,0,0.000424470345416816,"pass",TRUE,TRUE,TRUE,FALSE,0.02952080145064,0.970479326153652,0.973849779999,0.970479326153652,"anchored sequential hurdle updates",0,648,2.57300000000032,""
"Kentucky",2025-01-02,"compressed","hurdle_ztpoisson",487.723444238884,0,0.000652240410848659,"pass",TRUE,TRUE,TRUE,FALSE,0.0209742277075752,0.972981256040147,0.979027812035362,0.979027812035362,"anchored sequential hurdle updates",0,648,2.52199999999993,""
"Kentucky",2025-02-15,"calendar","cumulative_poisson",5028.0614902277,0,0.0027540256931915,"pass",TRUE,TRUE,TRUE,TRUE,0.0192326763455969,0.844396443082927,0.999943233937874,0.980767323654436,"anchored independent signed-Poisson update approximation",0,1728,2.4699999999998,""
"Kentucky",2025-02-15,"calendar","cumulative_nb",4926.08450490987,0,0.00209725278466344,"pass",TRUE,TRUE,TRUE,TRUE,0.0438374880406995,0.82893542227416,0.961125464152354,0.956163405543572,"anchored independent signed-Poisson update approximation",0,1728,4.64300000000003,"NA/NaN function evaluation"
"Kentucky",2025-02-15,"calendar","hurdle_ztnb",843.028581643474,0,0.000120676373579376,"pass",TRUE,TRUE,TRUE,FALSE,0.0565808534089208,0.897444825568523,0.943424678614888,0.943424678614888,"anchored sequential hurdle updates",0,1728,3.36000000000013,""
"Kentucky",2025-02-15,"calendar","hurdle_ztpoisson",973.951802245793,0,0.00979917968058116,"pass",TRUE,TRUE,TRUE,FALSE,0.0952640717247766,0.885185457155257,0.916407591982843,0.904743937249531,"anchored sequential hurdle updates",3,1728,3.45699999999988,""
"Kentucky",2025-02-15,"compressed","cumulative_poisson",2618.80773048429,0,0.00309420733246091,"pass",TRUE,TRUE,TRUE,TRUE,0.0201722946946248,0.966329602150136,0.999854225201742,0.979827705306078,"anchored independent signed-Poisson update approximation",0,783,1.72700000000032,""
"Kentucky",2025-02-15,"compressed","cumulative_nb",2852.41717071425,0,0.00207823653942363,"pass",TRUE,TRUE,TRUE,TRUE,0.0209833791344994,0.970165164004139,0.999377875132194,0.979016620867707,"anchored independent signed-Poisson update approximation",0,783,2.25999999999976,"NA/NaN function evaluation"
"Kentucky",2025-02-15,"compressed","hurdle_ztnb",594.418451294298,0,0.000841436504366189,"pass",TRUE,TRUE,TRUE,FALSE,0.0365417675079262,0.958882511554659,0.964784960902246,0.963458404922678,"anchored sequential hurdle updates",0,783,2.72700000000032,""
"Kentucky",2025-02-15,"compressed","hurdle_ztpoisson",604.590923735372,0,0.00466969927980607,"pass",TRUE,TRUE,TRUE,FALSE,0.0285692656400529,0.963439897095057,0.973881505684432,0.971431028667443,"anchored sequential hurdle updates",0,783,2.96200000000044,""
"Kentucky",2025-03-29,"compressed","cumulative_poisson",3257.2898047298,0,0.000734365015533034,"pass",TRUE,TRUE,TRUE,TRUE,0.0143598838337935,0.939724708723788,1,0.985640116166207,"anchored independent signed-Poisson update approximation",0,945,1.9670000000001,""
"Kentucky",2025-03-29,"compressed","cumulative_nb",3502.72531843734,0,0.00154776964377246,"pass",TRUE,TRUE,TRUE,TRUE,0.0141444939764358,0.948263079131922,1,0.985855506023564,"anchored independent signed-Poisson update approximation",0,945,2.5949999999998,"NA/NaN function evaluation"
"Kentucky",2025-03-29,"compressed","hurdle_ztnb",816.221917495365,0,0.000190969426304477,"pass",TRUE,TRUE,TRUE,FALSE,0.0558259060240012,0.886109835229657,0.944190336400265,0.944190336400265,"anchored sequential hurdle updates",1,945,2.99400000000014,""
"Kentucky",2025-03-29,"compressed","hurdle_ztpoisson",877.470754913946,0,0.00520994304024143,"pass",TRUE,TRUE,TRUE,FALSE,0.0699388528059027,0.913669783159994,0.962143953047486,0.930155806071135,"anchored sequential hurdle updates",0,945,3.10899999999992,""
"Kentucky",2025-04-26,"calendar","cumulative_poisson",5963.97080101103,0,0.000703978250410797,"pass",TRUE,TRUE,TRUE,TRUE,0.00402916856015034,0.841396616311254,0.995970841986659,0.995970841986659,"anchored independent signed-Poisson update approximation",0,1998,2.81999999999971,""
"Kentucky",2025-04-26,"calendar","cumulative_nb",5919.25489409895,0,0.00305161431165113,"pass",TRUE,TRUE,TRUE,TRUE,0.0126784834925204,0.849651945820898,0.987321724199471,0.987321724199471,"anchored independent signed-Poisson update approximation",0,1998,6.19200000000001,"NA/NaN function evaluation"
"Kentucky",2025-04-26,"calendar","hurdle_ztnb",1185.40647940688,0,0.000565382540229642,"pass",TRUE,TRUE,TRUE,FALSE,0.0351164053831972,0.859377612657471,0.964889834335265,0.964889834335265,"anchored sequential hurdle updates",10,1998,4.00300000000016,""
"Kentucky",2025-04-26,"calendar","hurdle_ztpoisson",1493.23290545985,0,0.0218187823844129,"pass",TRUE,TRUE,TRUE,FALSE,0.0281489797000062,0.879143502246041,0.971857078559043,0.971857078559043,"anchored sequential hurdle updates",0,1998,3.92799999999988,""
"Kentucky",2025-04-26,"compressed","cumulative_poisson",3680.09018443156,0,0.00338151263605307,"pass",TRUE,TRUE,TRUE,TRUE,0.00319803624388105,0.924767336928318,0.996801963906297,0.996801963906297,"anchored independent signed-Poisson update approximation",0,1053,1.98199999999997,""
"Kentucky",2025-04-26,"compressed","cumulative_nb",3932.17588816318,0,0.0252266021638473,"pass",TRUE,TRUE,TRUE,TRUE,0.00359800220373006,0.938025566817913,0.998412679513612,0.996401997923146,"anchored independent signed-Poisson update approximation",0,1053,2.75,""
"Kentucky",2025-04-26,"compressed","hurdle_ztnb",898.056873959109,0,0.000270003090889759,"pass",TRUE,TRUE,TRUE,FALSE,0.0485221380215573,0.881992261795706,0.951492882920489,0.951492882920489,"anchored sequential hurdle updates",18,1053,3.24500000000035,""
"Kentucky",2025-04-26,"compressed","hurdle_ztpoisson",948.517953209371,0,0.0019755224945236,"pass",TRUE,TRUE,TRUE,FALSE,0.0736076193358775,0.911789624050063,0.963632519414679,0.926497789940218,"anchored sequential hurdle updates",0,1053,3.1579999999999,""
"Kentucky",2025-05-31,"calendar","cumulative_poisson",6463.28135167839,0,0.00155140065265524,"pass",TRUE,TRUE,TRUE,TRUE,0.00329874542193022,0.839926618516313,0.996701286959874,0.996701286959874,"anchored independent signed-Poisson update approximation",0,2133,3.0920000000001,""
"Kentucky",2025-05-31,"calendar","cumulative_nb",6470.88446836864,0,0.00138376016738356,"pass",TRUE,TRUE,TRUE,TRUE,0.00926275960187775,0.851304155423116,0.990737488316318,0.990737488316318,"anchored independent signed-Poisson update approximation",0,2133,5.50799999999981,""
"Kentucky",2025-05-31,"calendar","hurdle_ztnb",1246.53342046155,0,0.000356127171982301,"pass",TRUE,TRUE,TRUE,FALSE,0.0312493935211256,0.862381321613445,0.968756101851712,0.968756101851712,"anchored sequential hurdle updates",20,2133,4.11400000000003,""
"Kentucky",2025-05-31,"calendar","hurdle_ztpoisson",1562.92144612372,0,0.0192376297884391,"pass",TRUE,TRUE,TRUE,FALSE,0.0273713545551958,0.876528993523415,0.972634599293089,0.972634599293089,"anchored sequential hurdle updates",0,2133,4.18499999999995,""
"Kentucky",2025-05-31,"compressed","cumulative_poisson",4164.6884990963,0,0.000309854747691851,"pass",TRUE,TRUE,TRUE,TRUE,0.00263664922314146,0.917879416187985,0.997363386534316,0.997363386534316,"anchored independent signed-Poisson update approximation",0,1188,2.10599999999977,""
"Kentucky",2025-05-31,"compressed","cumulative_nb",4428.33063333802,0,0.000969415251372396,"pass",TRUE,TRUE,TRUE,TRUE,0.00337114168747859,0.922527013749763,0.996628875610671,0.996628875610671,"anchored independent signed-Poisson update approximation",0,1188,2.79800000000023,""
"Kentucky",2025-05-31,"compressed","hurdle_ztnb",955.096444185066,0,0.000583183780427099,"pass",TRUE,TRUE,TRUE,FALSE,0.0417293788582126,0.886706802175311,0.958282776768577,0.958282776768577,"anchored sequential hurdle updates",61,1188,3.37599999999975,""
"Kentucky",2025-05-31,"compressed","hurdle_ztpoisson",997.873441242581,0,0.00693085607019724,"pass",TRUE,TRUE,TRUE,FALSE,0.0656432238400034,0.911747161612309,0.963587089251452,0.934444126291064,"anchored sequential hurdle updates",7,1188,3.30799999999999,""
"Louisiana",2025-01-02,"compressed","cumulative_poisson",2177.75182586923,0,0.0037120092784749,"pass",TRUE,TRUE,TRUE,TRUE,0.0194624298850409,0.980537570275332,0.992013255541481,0.980537570275332,"anchored independent signed-Poisson update approximation",0,648,1.61200000000008,""
