"location","origin","clock","epidemic","model","event_date","event_year","age","current","truth","median","wis","absolute_error","coverage90"
"Florida",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",2024-12-21,2024,1,1236,1264,1236,10.0015151515152,28,TRUE
"Florida",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",2024-12-28,2024,0,1967,2091,1990,65.259696969697,101,TRUE
"Florida",2025-01-02,"calendar","sir","hurdle_ztnb",2024-11-30,2024,4,607,614,607,4.30924242424242,7,TRUE
"Florida",2025-01-02,"calendar","sir","hurdle_ztnb",2024-12-07,2024,3,700,717,700,9.79030303030304,17,TRUE
"Florida",2025-01-02,"calendar","sir","hurdle_ztnb",2024-12-14,2024,2,867,893,867,15.2830303030303,26,TRUE
"Florida",2025-01-02,"calendar","sir","hurdle_ztnb",2024-12-21,2024,1,1236,1264,1237,15.8328787878788,27,TRUE
"Florida",2025-01-02,"calendar","sir","hurdle_ztnb",2024-12-28,2024,0,1967,2091,1968,95.1868181818182,123,FALSE
"Florida",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-11-30,2024,4,607,614,607,7,7,FALSE
"Florida",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-12-07,2024,3,700,717,700,11.8545454545455,17,TRUE
"Florida",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-12-14,2024,2,867,893,867,26,26,FALSE
"Florida",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-12-21,2024,1,1236,1264,1236,21.7140909090909,28,TRUE
"Florida",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-12-28,2024,0,1967,2091,1967,107.288181818182,124,FALSE
"Florida",2025-02-15,"calendar","hsgp","hurdle_ztnb",2025-01-18,2025,4,2666,2718,2674.5,22.1880303030303,43.5,TRUE
"Florida",2025-02-15,"calendar","hsgp","hurdle_ztnb",2025-01-25,2025,3,3091,3255,3107,93.8892424242425,148,TRUE
"Florida",2025-02-15,"calendar","hsgp","hurdle_ztnb",2025-02-01,2025,2,3627,3800,3649,82.2006060606061,151,TRUE
"Florida",2025-02-15,"calendar","hsgp","hurdle_ztnb",2025-02-08,2025,1,3100,3362,3148,127.313333333333,214,TRUE
"Florida",2025-02-15,"calendar","hsgp","hurdle_ztnb",2025-02-15,2025,0,2270,2619,2351,141.020454545455,268,TRUE
"Florida",2025-02-15,"calendar","hsgp","hurdle_ztpoisson",2025-01-18,2025,4,2666,2718,2666,31.0360606060606,52,TRUE
"Florida",2025-02-15,"calendar","hsgp","hurdle_ztpoisson",2025-01-25,2025,3,3091,3255,3091,135.631363636364,164,FALSE
"Florida",2025-02-15,"calendar","hsgp","hurdle_ztpoisson",2025-02-01,2025,2,3627,3800,3627,143.489848484849,173,FALSE
"Florida",2025-02-15,"calendar","hsgp","hurdle_ztpoisson",2025-02-08,2025,1,3100,3362,3109.5,223.970909090909,252.5,FALSE
"Florida",2025-02-15,"calendar","hsgp","hurdle_ztpoisson",2025-02-15,2025,0,2270,2619,2270,344.916212121212,349,FALSE
"Florida",2025-02-15,"calendar","sir","hurdle_ztnb",2025-01-18,2025,4,2666,2718,2666,42.2274242424243,52,FALSE
"Florida",2025-02-15,"calendar","sir","hurdle_ztnb",2025-01-25,2025,3,3091,3255,3091,152.485909090909,164,FALSE
"Florida",2025-02-15,"calendar","sir","hurdle_ztnb",2025-02-01,2025,2,3627,3800,3627,156.775454545455,173,FALSE
"Florida",2025-02-15,"calendar","sir","hurdle_ztnb",2025-02-08,2025,1,3100,3362,3101,240.391818181818,261,FALSE
"Florida",2025-02-15,"calendar","sir","hurdle_ztnb",2025-02-15,2025,0,2270,2619,2273,309.562424242424,346,FALSE
"Florida",2025-02-15,"calendar","sir","hurdle_ztpoisson",2025-01-18,2025,4,2666,2718,2666,39.1977272727273,52,FALSE
"Florida",2025-02-15,"calendar","sir","hurdle_ztpoisson",2025-01-25,2025,3,3091,3255,3091,164,164,FALSE
"Florida",2025-02-15,"calendar","sir","hurdle_ztpoisson",2025-02-01,2025,2,3627,3800,3627,169.692272727273,173,FALSE
"Florida",2025-02-15,"calendar","sir","hurdle_ztpoisson",2025-02-08,2025,1,3100,3362,3100,258.174090909091,262,FALSE
"Florida",2025-02-15,"calendar","sir","hurdle_ztpoisson",2025-02-15,2025,0,2270,2619,2270,342.431818181818,349,FALSE
"Florida",2025-03-29,"calendar","hsgp","hurdle_ztnb",2025-03-01,2025,4,1548,1637,1549,63.435,88,FALSE
"Florida",2025-03-29,"calendar","hsgp","hurdle_ztnb",2025-03-08,2025,3,1243,1324,1247,51.6581818181818,77,FALSE
"Florida",2025-03-29,"calendar","hsgp","hurdle_ztnb",2025-03-15,2025,2,1072,1111,1075,19.605303030303,36,TRUE
"Florida",2025-03-29,"calendar","hsgp","hurdle_ztnb",2025-03-22,2025,1,918,925,923.5,4.65999999999999,1.5,TRUE
"Florida",2025-03-29,"calendar","hsgp","hurdle_ztnb",2025-03-29,2025,0,651,727,663.5,35.4484848484849,63.5,TRUE
"Florida",2025-03-29,"calendar","hsgp","hurdle_ztpoisson",2025-03-01,2025,4,1548,1637,1548,75.8692424242424,89,FALSE
"Florida",2025-03-29,"calendar","hsgp","hurdle_ztpoisson",2025-03-08,2025,3,1243,1324,1243,67.3231818181818,81,FALSE
"Florida",2025-03-29,"calendar","hsgp","hurdle_ztpoisson",2025-03-15,2025,2,1072,1111,1072,23.7590909090909,39,FALSE
"Florida",2025-03-29,"calendar","hsgp","hurdle_ztpoisson",2025-03-22,2025,1,918,925,918,4.465,7,TRUE
"Florida",2025-03-29,"calendar","hsgp","hurdle_ztpoisson",2025-03-29,2025,0,651,727,651,62.2715151515152,76,TRUE
"Florida",2025-03-29,"calendar","sir","hurdle_ztnb",2025-03-01,2025,4,1548,1637,1548,79.8213636363637,89,FALSE
"Florida",2025-03-29,"calendar","sir","hurdle_ztnb",2025-03-08,2025,3,1243,1324,1243,68.0909090909091,81,FALSE
"Florida",2025-03-29,"calendar","sir","hurdle_ztnb",2025-03-15,2025,2,1072,1111,1073,24.2145454545455,38,TRUE
"Florida",2025-03-29,"calendar","sir","hurdle_ztnb",2025-03-22,2025,1,918,925,918,4.66590909090909,7,TRUE
"Florida",2025-03-29,"calendar","sir","hurdle_ztnb",2025-03-29,2025,0,651,727,654,44.2277272727273,73,TRUE
"Florida",2025-03-29,"calendar","sir","hurdle_ztpoisson",2025-03-01,2025,4,1548,1637,1548,89,89,FALSE
"Florida",2025-03-29,"calendar","sir","hurdle_ztpoisson",2025-03-08,2025,3,1243,1324,1243,81,81,FALSE
"Florida",2025-03-29,"calendar","sir","hurdle_ztpoisson",2025-03-15,2025,2,1072,1111,1072,39,39,FALSE
"Florida",2025-03-29,"calendar","sir","hurdle_ztpoisson",2025-03-22,2025,1,918,925,918,7,7,FALSE
"Florida",2025-03-29,"calendar","sir","hurdle_ztpoisson",2025-03-29,2025,0,651,727,651,75.4300000000001,76,FALSE
"Florida",2025-04-26,"calendar","hsgp","hurdle_ztnb",2025-03-29,2025,4,708,727,708,11.4040909090909,19,TRUE
"Florida",2025-04-26,"calendar","hsgp","hurdle_ztnb",2025-04-05,2025,3,579,591,579,7.15863636363636,12,TRUE
"Florida",2025-04-26,"calendar","hsgp","hurdle_ztnb",2025-04-12,2025,2,380,409,381,15.7027272727273,28,TRUE
"Florida",2025-04-26,"calendar","hsgp","hurdle_ztnb",2025-04-19,2025,1,328,343,331.5,5.88469696969697,11.5,TRUE
"Florida",2025-04-26,"calendar","hsgp","hurdle_ztnb",2025-04-26,2025,0,240,268,248.5,10.7525757575758,19.5,TRUE
"Florida",2025-04-26,"calendar","hsgp","hurdle_ztpoisson",2025-03-29,2025,4,708,727,708,13.7636363636364,19,FALSE
"Florida",2025-04-26,"calendar","hsgp","hurdle_ztpoisson",2025-04-05,2025,3,579,591,579,7.17272727272727,12,TRUE
"Florida",2025-04-26,"calendar","hsgp","hurdle_ztpoisson",2025-04-12,2025,2,380,409,380,22.4504545454545,29,FALSE
"Florida",2025-04-26,"calendar","hsgp","hurdle_ztpoisson",2025-04-19,2025,1,328,343,328,7.825,15,TRUE
"Florida",2025-04-26,"calendar","hsgp","hurdle_ztpoisson",2025-04-26,2025,0,240,268,240,19.4910606060606,28,TRUE
"Florida",2025-04-26,"calendar","sir","hurdle_ztnb",2025-03-29,2025,4,708,727,708,13.0727272727273,19,TRUE
"Florida",2025-04-26,"calendar","sir","hurdle_ztnb",2025-04-05,2025,3,579,591,579,7.05590909090909,12,TRUE
"Florida",2025-04-26,"calendar","sir","hurdle_ztnb",2025-04-12,2025,2,380,409,380,17.8422727272727,29,TRUE
"Florida",2025-04-26,"calendar","sir","hurdle_ztnb",2025-04-19,2025,1,328,343,328,8.50106060606061,15,TRUE
"Florida",2025-04-26,"calendar","sir","hurdle_ztnb",2025-04-26,2025,0,240,268,243,12.9781818181818,25,TRUE
"Florida",2025-04-26,"calendar","sir","hurdle_ztpoisson",2025-03-29,2025,4,708,727,708,19,19,FALSE
"Florida",2025-04-26,"calendar","sir","hurdle_ztpoisson",2025-04-05,2025,3,579,591,579,12,12,FALSE
"Florida",2025-04-26,"calendar","sir","hurdle_ztpoisson",2025-04-12,2025,2,380,409,380,29,29,FALSE
"Florida",2025-04-26,"calendar","sir","hurdle_ztpoisson",2025-04-19,2025,1,328,343,328,15,15,FALSE
"Florida",2025-04-26,"calendar","sir","hurdle_ztpoisson",2025-04-26,2025,0,240,268,240,28,28,FALSE
"Florida",2025-05-31,"calendar","hsgp","hurdle_ztnb",2025-05-03,2025,4,224,241,224,12.6690909090909,17,TRUE
"Florida",2025-05-31,"calendar","hsgp","hurdle_ztnb",2025-05-10,2025,3,231,239,231,4.82727272727273,8,TRUE
"Florida",2025-05-31,"calendar","hsgp","hurdle_ztnb",2025-05-17,2025,2,208,219,208,5.84,11,TRUE
"Florida",2025-05-31,"calendar","hsgp","hurdle_ztnb",2025-05-24,2025,1,208,215,211,3.00878787878788,4,TRUE
"Florida",2025-05-31,"calendar","hsgp","hurdle_ztnb",2025-05-31,2025,0,210,232,218,8.64666666666666,14,TRUE
"Florida",2025-05-31,"calendar","hsgp","hurdle_ztpoisson",2025-05-03,2025,4,224,241,224,15.0740909090909,17,FALSE
"Florida",2025-05-31,"calendar","hsgp","hurdle_ztpoisson",2025-05-10,2025,3,231,239,231,5.50136363636364,8,TRUE
"Florida",2025-05-31,"calendar","hsgp","hurdle_ztpoisson",2025-05-17,2025,2,208,219,208,7.96363636363636,11,FALSE
"Florida",2025-05-31,"calendar","hsgp","hurdle_ztpoisson",2025-05-24,2025,1,208,215,208,3.94681818181818,7,TRUE
"Florida",2025-05-31,"calendar","hsgp","hurdle_ztpoisson",2025-05-31,2025,0,210,232,210,17.4133333333333,22,TRUE
"Florida",2025-05-31,"calendar","sir","hurdle_ztnb",2025-05-03,2025,4,224,241,224,10.8436363636364,17,TRUE
"Florida",2025-05-31,"calendar","sir","hurdle_ztnb",2025-05-10,2025,3,231,239,231,4.79636363636364,8,TRUE
"Florida",2025-05-31,"calendar","sir","hurdle_ztnb",2025-05-17,2025,2,208,219,208,6.31151515151515,11,TRUE
"Florida",2025-05-31,"calendar","sir","hurdle_ztnb",2025-05-24,2025,1,208,215,209,3.87409090909091,6,TRUE
"Florida",2025-05-31,"calendar","sir","hurdle_ztnb",2025-05-31,2025,0,210,232,212,10.5965151515152,20,TRUE
"Florida",2025-05-31,"calendar","sir","hurdle_ztpoisson",2025-05-03,2025,4,224,241,224,17,17,FALSE
"Florida",2025-05-31,"calendar","sir","hurdle_ztpoisson",2025-05-10,2025,3,231,239,231,8,8,FALSE
"Florida",2025-05-31,"calendar","sir","hurdle_ztpoisson",2025-05-17,2025,2,208,219,208,11,11,FALSE
"Florida",2025-05-31,"calendar","sir","hurdle_ztpoisson",2025-05-24,2025,1,208,215,208,7,7,FALSE
"Florida",2025-05-31,"calendar","sir","hurdle_ztpoisson",2025-05-31,2025,0,210,232,210,22,22,FALSE
"Georgia",2025-01-02,"calendar","hsgp","hurdle_ztnb",2024-11-30,2024,4,56,56,58.5,1.59454545454545,2.5,TRUE
"Georgia",2025-01-02,"calendar","hsgp","hurdle_ztnb",2024-12-07,2024,3,86,88,89,1.31818181818182,1,TRUE
"Georgia",2025-01-02,"calendar","hsgp","hurdle_ztnb",2024-12-14,2024,2,214,215,218,2.09833333333333,3,TRUE
"Georgia",2025-01-02,"calendar","hsgp","hurdle_ztnb",2024-12-21,2024,1,387,397,392,2.88681818181818,5,TRUE
"Georgia",2025-01-02,"calendar","hsgp","hurdle_ztnb",2024-12-28,2024,0,695,800,707.5,71.0765151515152,92.5,FALSE
"Georgia",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",2024-11-30,2024,4,56,56,56,0.327272727272727,0,TRUE
"Georgia",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",2024-12-07,2024,3,86,88,88,0.846818181818182,0,TRUE
"Georgia",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",2024-12-14,2024,2,214,215,218,2.17409090909091,3,TRUE
"Georgia",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",2024-12-21,2024,1,387,397,396,3.93,1,TRUE
"Georgia",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",2024-12-28,2024,0,695,800,721,41.244696969697,79,TRUE
"Georgia",2025-01-02,"calendar","sir","hurdle_ztnb",2024-11-30,2024,4,56,56,56,0.163636363636364,0,TRUE
"Georgia",2025-01-02,"calendar","sir","hurdle_ztnb",2024-12-07,2024,3,86,88,86,1.09227272727273,2,TRUE
"Georgia",2025-01-02,"calendar","sir","hurdle_ztnb",2024-12-14,2024,2,214,215,214,0.592272727272727,1,TRUE
"Georgia",2025-01-02,"calendar","sir","hurdle_ztnb",2024-12-21,2024,1,387,397,388,5.19363636363636,9,TRUE
"Georgia",2025-01-02,"calendar","sir","hurdle_ztnb",2024-12-28,2024,0,695,800,696,96.3872727272727,104,FALSE
"Georgia",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-11-30,2024,4,56,56,56,0.0569696969696968,0,TRUE
"Georgia",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-12-07,2024,3,86,88,90,1.91590909090909,2,TRUE
"Georgia",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-12-14,2024,2,214,215,214,0.62060606060606,1,TRUE
"Georgia",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-12-21,2024,1,387,397,388,4.68181818181818,9,TRUE
"Georgia",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-12-28,2024,0,695,800,706,71.3190909090909,94,FALSE
"Georgia",2025-02-15,"calendar","hsgp","hurdle_ztnb",2025-01-18,2025,4,963,992,974,10.2795454545455,18,TRUE
"Georgia",2025-02-15,"calendar","hsgp","hurdle_ztnb",2025-01-25,2025,3,1182,1195,1200,4.97772727272727,5,TRUE
"Georgia",2025-02-15,"calendar","hsgp","hurdle_ztnb",2025-02-01,2025,2,1346,1373,1364,7.62742424242424,9,TRUE
"Georgia",2025-02-15,"calendar","hsgp","hurdle_ztnb",2025-02-08,2025,1,1230,1301,1262,21.0512121212121,39,TRUE
"Georgia",2025-02-15,"calendar","hsgp","hurdle_ztnb",2025-02-15,2025,0,409,734,458,172.476666666667,276,TRUE
"Georgia",2025-02-15,"calendar","hsgp","hurdle_ztpoisson",2025-01-18,2025,4,963,992,964,24.2454545454545,28,FALSE
"Georgia",2025-02-15,"calendar","hsgp","hurdle_ztpoisson",2025-01-25,2025,3,1182,1195,1185,5.75818181818183,10,TRUE
"Georgia",2025-02-15,"calendar","hsgp","hurdle_ztpoisson",2025-02-01,2025,2,1346,1373,1349,15.4145454545455,24,FALSE
"Georgia",2025-02-15,"calendar","hsgp","hurdle_ztpoisson",2025-02-08,2025,1,1230,1301,1234,50.8198484848485,67,FALSE
"Georgia",2025-02-15,"calendar","hsgp","hurdle_ztpoisson",2025-02-15,2025,0,409,734,409,279.280151515152,325,FALSE
"Georgia",2025-02-15,"calendar","sir","hurdle_ztnb",2025-01-18,2025,4,963,992,963,25.0090909090909,29,FALSE
"Georgia",2025-02-15,"calendar","sir","hurdle_ztnb",2025-01-25,2025,3,1182,1195,1183,8.26363636363636,12,TRUE
"Georgia",2025-02-15,"calendar","sir","hurdle_ztnb",2025-02-01,2025,2,1346,1373,1347,17.6060606060606,26,FALSE
"Georgia",2025-02-15,"calendar","sir","hurdle_ztnb",2025-02-08,2025,1,1230,1301,1231.5,60.6781818181818,69.5,FALSE
"Georgia",2025-02-15,"calendar","sir","hurdle_ztnb",2025-02-15,2025,0,409,734,412.5,306.316363636364,321.5,FALSE
"Georgia",2025-02-15,"calendar","sir","hurdle_ztpoisson",2025-01-18,2025,4,963,992,972,14.1169696969697,20,FALSE
"Georgia",2025-02-15,"calendar","sir","hurdle_ztpoisson",2025-01-25,2025,3,1182,1195,1184,8.02863636363635,11,FALSE
"Georgia",2025-02-15,"calendar","sir","hurdle_ztpoisson",2025-02-01,2025,2,1346,1373,1350,16.8495454545454,23,FALSE
"Georgia",2025-02-15,"calendar","sir","hurdle_ztpoisson",2025-02-08,2025,1,1230,1301,1234,47.5427272727273,67,TRUE
"Georgia",2025-02-15,"calendar","sir","hurdle_ztpoisson",2025-02-15,2025,0,409,734,409.5,308.585151515152,324.5,FALSE
"Georgia",2025-03-29,"calendar","hsgp","hurdle_ztnb",2025-03-01,2025,4,435,437,441,2.76378787878788,4,TRUE
"Georgia",2025-03-29,"calendar","hsgp","hurdle_ztnb",2025-03-08,2025,3,394,396,399,2.28181818181818,3,TRUE
"Georgia",2025-03-29,"calendar","hsgp","hurdle_ztnb",2025-03-15,2025,2,359,365,363,1.90136363636364,2,TRUE
"Georgia",2025-03-29,"calendar","hsgp","hurdle_ztnb",2025-03-22,2025,1,233,235,237,2.55590909090909,2,TRUE
"Georgia",2025-03-29,"calendar","hsgp","hurdle_ztnb",2025-03-29,2025,0,174,190,181,5.00863636363636,9,TRUE
"Georgia",2025-03-29,"calendar","hsgp","hurdle_ztpoisson",2025-03-01,2025,4,435,437,437,1.23,0,TRUE
"Georgia",2025-03-29,"calendar","hsgp","hurdle_ztpoisson",2025-03-08,2025,3,394,396,394,1.30272727272727,2,TRUE
"Georgia",2025-03-29,"calendar","hsgp","hurdle_ztpoisson",2025-03-15,2025,2,359,365,362,1.90909090909091,3,TRUE
"Georgia",2025-03-29,"calendar","hsgp","hurdle_ztpoisson",2025-03-22,2025,1,233,235,236,1.89166666666667,1,TRUE
"Georgia",2025-03-29,"calendar","hsgp","hurdle_ztpoisson",2025-03-29,2025,0,174,190,174,11.4140909090909,16,TRUE
"Georgia",2025-03-29,"calendar","sir","hurdle_ztnb",2025-03-01,2025,4,435,437,435,1.1219696969697,2,TRUE
"Georgia",2025-03-29,"calendar","sir","hurdle_ztnb",2025-03-08,2025,3,394,396,395,1.09833333333334,1,TRUE
"Georgia",2025-03-29,"calendar","sir","hurdle_ztnb",2025-03-15,2025,2,359,365,360,2.56,5,TRUE
"Georgia",2025-03-29,"calendar","sir","hurdle_ztnb",2025-03-22,2025,1,233,235,235,2.00878787878788,0,TRUE
"Georgia",2025-03-29,"calendar","sir","hurdle_ztnb",2025-03-29,2025,0,174,190,178.5,6.14681818181818,11.5,TRUE
"Georgia",2025-03-29,"calendar","sir","hurdle_ztpoisson",2025-03-01,2025,4,435,437,435,1.14681818181818,2,TRUE
"Georgia",2025-03-29,"calendar","sir","hurdle_ztpoisson",2025-03-08,2025,3,394,396,394,1.14545454545455,2,TRUE
"Georgia",2025-03-29,"calendar","sir","hurdle_ztpoisson",2025-03-15,2025,2,359,365,359,3.61287878787879,6,TRUE
"Georgia",2025-03-29,"calendar","sir","hurdle_ztpoisson",2025-03-22,2025,1,233,235,233,1.2569696969697,2,TRUE
"Georgia",2025-03-29,"calendar","sir","hurdle_ztpoisson",2025-03-29,2025,0,174,190,174,11.4651515151515,16,TRUE
"Georgia",2025-04-26,"calendar","hsgp","hurdle_ztnb",2025-03-29,2025,4,188,190,188,1.00242424242424,2,TRUE
"Georgia",2025-04-26,"calendar","hsgp","hurdle_ztnb",2025-04-05,2025,3,158,162,158.5,1.72727272727273,3.5,TRUE
"Georgia",2025-04-26,"calendar","hsgp","hurdle_ztnb",2025-04-12,2025,2,82,84,82,1.07272727272727,2,TRUE
"Georgia",2025-04-26,"calendar","hsgp","hurdle_ztnb",2025-04-19,2025,1,62,64,64,1.01181818181818,0,TRUE
"Georgia",2025-04-26,"calendar","hsgp","hurdle_ztnb",2025-04-26,2025,0,41,44,45,2.19287878787879,1,TRUE
"Georgia",2025-04-26,"calendar","hsgp","hurdle_ztpoisson",2025-03-29,2025,4,188,190,188,1.17409090909091,2,TRUE
"Georgia",2025-04-26,"calendar","hsgp","hurdle_ztpoisson",2025-04-05,2025,3,158,162,158,2.29090909090909,4,TRUE
"Georgia",2025-04-26,"calendar","hsgp","hurdle_ztpoisson",2025-04-12,2025,2,82,84,82,1.20136363636364,2,TRUE
"Georgia",2025-04-26,"calendar","hsgp","hurdle_ztpoisson",2025-04-19,2025,1,62,64,62,1.26863636363636,2,TRUE
"Georgia",2025-04-26,"calendar","hsgp","hurdle_ztpoisson",2025-04-26,2025,0,41,44,41,2.15045454545455,3,TRUE
"Georgia",2025-04-26,"calendar","sir","hurdle_ztnb",2025-03-29,2025,4,188,190,189,1.08015151515152,1,TRUE
"Georgia",2025-04-26,"calendar","sir","hurdle_ztnb",2025-04-05,2025,3,158,162,160,1.82742424242424,2,TRUE
"Georgia",2025-04-26,"calendar","sir","hurdle_ztnb",2025-04-12,2025,2,82,84,83,1.88560606060606,1,TRUE
"Georgia",2025-04-26,"calendar","sir","hurdle_ztnb",2025-04-19,2025,1,62,64,63,1.77636363636364,1,TRUE
"Georgia",2025-04-26,"calendar","sir","hurdle_ztnb",2025-04-26,2025,0,41,44,44,2.41575757575757,0,TRUE
"Georgia",2025-04-26,"calendar","sir","hurdle_ztpoisson",2025-03-29,2025,4,188,190,188,1.39090909090909,2,TRUE
"Georgia",2025-04-26,"calendar","sir","hurdle_ztpoisson",2025-04-05,2025,3,158,162,158,2.81818181818182,4,TRUE
"Georgia",2025-04-26,"calendar","sir","hurdle_ztpoisson",2025-04-12,2025,2,82,84,82,1.38181818181818,2,TRUE
"Georgia",2025-04-26,"calendar","sir","hurdle_ztpoisson",2025-04-19,2025,1,62,64,62,1.38318181818182,2,TRUE
"Georgia",2025-04-26,"calendar","sir","hurdle_ztpoisson",2025-04-26,2025,0,41,44,41,2.03,3,TRUE
"Georgia",2025-05-31,"calendar","hsgp","hurdle_ztnb",2025-05-03,2025,4,44,44,44,0.184242424242424,0,TRUE
"Georgia",2025-05-31,"calendar","hsgp","hurdle_ztnb",2025-05-10,2025,3,43,44,43,0.584242424242424,1,TRUE
"Georgia",2025-05-31,"calendar","hsgp","hurdle_ztnb",2025-05-17,2025,2,33,34,33,0.638787878787879,1,TRUE
"Georgia",2025-05-31,"calendar","hsgp","hurdle_ztnb",2025-05-24,2025,1,21,21,23,1.2,2,TRUE
"Georgia",2025-05-31,"calendar","hsgp","hurdle_ztnb",2025-05-31,2025,0,21,26,25,1.44924242424243,1,TRUE
"Georgia",2025-05-31,"calendar","hsgp","hurdle_ztpoisson",2025-05-03,2025,4,44,44,44,0.0909090909090909,0,TRUE
"Georgia",2025-05-31,"calendar","hsgp","hurdle_ztpoisson",2025-05-10,2025,3,43,44,43,0.7,1,TRUE
"Georgia",2025-05-31,"calendar","hsgp","hurdle_ztpoisson",2025-05-17,2025,2,33,34,33,0.728636363636364,1,TRUE
"Georgia",2025-05-31,"calendar","hsgp","hurdle_ztpoisson",2025-05-24,2025,1,21,21,21,0.0727272727272728,0,TRUE
"Georgia",2025-05-31,"calendar","hsgp","hurdle_ztpoisson",2025-05-31,2025,0,21,26,21,3.60909090909091,5,TRUE
"Georgia",2025-05-31,"calendar","sir","hurdle_ztnb",2025-05-03,2025,4,44,44,44,0.654545454545455,0,TRUE
"Georgia",2025-05-31,"calendar","sir","hurdle_ztnb",2025-05-10,2025,3,43,44,43,0.822272727272727,1,TRUE
"Georgia",2025-05-31,"calendar","sir","hurdle_ztnb",2025-05-17,2025,2,33,34,33,0.787272727272728,1,TRUE
"Georgia",2025-05-31,"calendar","sir","hurdle_ztnb",2025-05-24,2025,1,21,21,21,1.00363636363636,0,TRUE
"Georgia",2025-05-31,"calendar","sir","hurdle_ztnb",2025-05-31,2025,0,21,26,21,2.63636363636364,5,TRUE
"Georgia",2025-05-31,"calendar","sir","hurdle_ztpoisson",2025-05-03,2025,4,44,44,44,0.0181818181818182,0,TRUE
"Georgia",2025-05-31,"calendar","sir","hurdle_ztpoisson",2025-05-10,2025,3,43,44,43,0.837727272727273,1,TRUE
"Georgia",2025-05-31,"calendar","sir","hurdle_ztpoisson",2025-05-17,2025,2,33,34,33,0.837727272727273,1,TRUE
"Georgia",2025-05-31,"calendar","sir","hurdle_ztpoisson",2025-05-24,2025,1,21,21,21,0.0272727272727273,0,TRUE
"Georgia",2025-05-31,"calendar","sir","hurdle_ztpoisson",2025-05-31,2025,0,21,26,21,4.28727272727273,5,FALSE
"Hawaii",2025-01-02,"calendar","hsgp","hurdle_ztnb",2024-11-30,2024,4,14,14,14,0.0842424242424241,0,TRUE
"Hawaii",2025-01-02,"calendar","hsgp","hurdle_ztnb",2024-12-07,2024,3,20,20,20,0.172727272727273,0,TRUE
"Hawaii",2025-01-02,"calendar","hsgp","hurdle_ztnb",2024-12-14,2024,2,34,34,34,0.285454545454547,0,TRUE
"Hawaii",2025-01-02,"calendar","hsgp","hurdle_ztnb",2024-12-21,2024,1,42,42,42,0.566060606060606,0,TRUE
"Hawaii",2025-01-02,"calendar","hsgp","hurdle_ztnb",2024-12-28,2024,0,54,57,56,1.11393939393939,1,TRUE
"Hawaii",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",2024-11-30,2024,4,14,14,14,0.0454545454545455,0,TRUE
"Hawaii",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",2024-12-07,2024,3,20,20,20,0.127272727272727,0,TRUE
"Hawaii",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",2024-12-14,2024,2,34,34,34,0.290909090909091,0,TRUE
"Hawaii",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",2024-12-21,2024,1,42,42,43,0.728636363636364,1,TRUE
"Hawaii",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",2024-12-28,2024,0,54,57,57,1.2,0,TRUE
"Hawaii",2025-01-02,"calendar","sir","hurdle_ztnb",2024-11-30,2024,4,14,14,14,0.0636363636363637,0,TRUE
"Hawaii",2025-01-02,"calendar","sir","hurdle_ztnb",2024-12-07,2024,3,20,20,20,0.136363636363636,0,TRUE
"Hawaii",2025-01-02,"calendar","sir","hurdle_ztnb",2024-12-14,2024,2,34,34,34,0.245454545454545,0,TRUE
"Hawaii",2025-01-02,"calendar","sir","hurdle_ztnb",2024-12-21,2024,1,42,42,42,0.465,0,TRUE
"Hawaii",2025-01-02,"calendar","sir","hurdle_ztnb",2024-12-28,2024,0,54,57,55,1.08560606060606,2,TRUE
"Hawaii",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-11-30,2024,4,14,14,14,0.0181818181818182,0,TRUE
"Hawaii",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-12-07,2024,3,20,20,20,0.0636363636363637,0,TRUE
"Hawaii",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-12-14,2024,2,34,34,34,0.0727272727272728,0,TRUE
"Hawaii",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-12-21,2024,1,42,42,42,0.2,0,TRUE
"Hawaii",2025-01-02,"calendar","sir","hurdle_ztpoisson",2024-12-28,2024,0,54,57,54,1.31954545454545,3,TRUE
