"location","origin","clock","epidemic","model","nll","convergence","max_gradient","gradient_status","finite_fit","finite_prediction","leakage_ok","use_random","fit_seconds","warnings"
"California",2025-05-31,"calendar","hsgp","hurdle_ztpoisson",13394.9271429703,0,0.0451319007427775,"pass",TRUE,TRUE,TRUE,FALSE,5.56600000000003,""
"California",2025-05-31,"calendar","sir","hurdle_ztnb",2010.94184931727,0,0.00104472247673759,"pass",TRUE,TRUE,TRUE,FALSE,6.57499999999993,""
"California",2025-05-31,"calendar","sir","hurdle_ztpoisson",5934.13506803452,0,0.566291049706993,"warning",TRUE,TRUE,TRUE,FALSE,56.498,"The `hurdle_ztpoisson` optimizer did not pass the stability gate.
✖ Optimizer code 0: L-BFGS-B polish: CONVERGENCE: REL_REDUCTION_OF_F <=
  FACTR*EPSMCH
✖ Maximum absolute gradient: 0.5663.
ℹ Try `count_cumulative_process(observation = ""hurdle_ztnb"")`; the ZTNB
  magnitude law was stable in the package-wide sweep.
ℹ This finite fit is returned with `gradient_status = ""warning""`; inspect
  `fit$opt` before using it."
"Colorado",2025-01-02,"calendar","hsgp","hurdle_ztnb",668.527746178795,0,0.00224814643144544,"pass",TRUE,TRUE,TRUE,FALSE,3.83799999999997,""
"Colorado",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",970.216998673308,0,0.00197967366989205,"pass",TRUE,TRUE,TRUE,FALSE,3.56399999999996,""
"Colorado",2025-01-02,"calendar","sir","hurdle_ztnb",783.688558222161,0,0.00232600881361256,"pass",TRUE,TRUE,TRUE,FALSE,4.14399999999989,""
"Colorado",2025-01-02,"calendar","sir","hurdle_ztpoisson",835.704800891058,0,0.0341709466342389,"pass",TRUE,TRUE,TRUE,FALSE,3.84399999999994,""
"Colorado",2025-02-15,"calendar","hsgp","hurdle_ztnb",803.003356763519,0,0.00354937713786763,"pass",TRUE,TRUE,TRUE,FALSE,4.14400000000001,""
"Colorado",2025-02-15,"calendar","hsgp","hurdle_ztpoisson",2347.25008369361,0,0.0275068849746405,"pass",TRUE,TRUE,TRUE,FALSE,4.08899999999994,""
"Colorado",2025-02-15,"calendar","sir","hurdle_ztnb",887.80209759397,0,0.0148395528553638,"pass",TRUE,TRUE,TRUE,FALSE,4.43499999999995,""
"Colorado",2025-02-15,"calendar","sir","hurdle_ztpoisson",1185.63897168879,0,0.0174341307715984,"pass",TRUE,TRUE,TRUE,FALSE,4.36300000000006,""
"Colorado",2025-03-29,"calendar","hsgp","hurdle_ztnb",906.835812926729,0,0.00512797075657145,"pass",TRUE,TRUE,TRUE,FALSE,4.36900000000003,""
"Colorado",2025-03-29,"calendar","hsgp","hurdle_ztpoisson",2855.08462013461,0,0.0131260444148711,"pass",TRUE,TRUE,TRUE,FALSE,4.02999999999997,""
"Colorado",2025-03-29,"calendar","sir","hurdle_ztnb",995.807031344581,0,0.0105002714114569,"pass",TRUE,TRUE,TRUE,FALSE,4.65999999999997,""
"Colorado",2025-03-29,"calendar","sir","hurdle_ztpoisson",1373.93272653187,0,0.0231541386610965,"pass",TRUE,TRUE,TRUE,FALSE,4.69599999999991,""
"Colorado",2025-04-26,"calendar","hsgp","hurdle_ztnb",947.892601291257,0,0.00160937120863336,"pass",TRUE,TRUE,TRUE,FALSE,4.34399999999994,""
"Colorado",2025-04-26,"calendar","hsgp","hurdle_ztpoisson",2919.7647071804,0,0.00463551060647172,"pass",TRUE,TRUE,TRUE,FALSE,4.21400000000006,""
"Colorado",2025-04-26,"calendar","sir","hurdle_ztnb",1041.53456785419,0,0.0068567624821233,"pass",TRUE,TRUE,TRUE,FALSE,4.98199999999997,""
"Colorado",2025-04-26,"calendar","sir","hurdle_ztpoisson",1429.2882800964,0,0.0799646340915416,"pass",TRUE,TRUE,TRUE,FALSE,4.69500000000005,""
"Colorado",2025-05-31,"calendar","hsgp","hurdle_ztnb",984.490337870826,0,0.00664397716464138,"pass",TRUE,TRUE,TRUE,FALSE,4.37800000000004,""
"Colorado",2025-05-31,"calendar","hsgp","hurdle_ztpoisson",2958.97019110847,0,0.0219424230516544,"pass",TRUE,TRUE,TRUE,FALSE,4.33300000000008,""
"Colorado",2025-05-31,"calendar","sir","hurdle_ztnb",1082.21606706958,0,0.00162849806167453,"pass",TRUE,TRUE,TRUE,FALSE,5.07599999999991,""
"Colorado",2025-05-31,"calendar","sir","hurdle_ztpoisson",1478.58707785867,0,0.0411821592115185,"pass",TRUE,TRUE,TRUE,FALSE,5.279,""
"Connecticut",2025-01-02,"calendar","hsgp","hurdle_ztnb",495.616134569635,0,0.00190857275741441,"pass",TRUE,TRUE,TRUE,FALSE,3.50400000000002,""
"Connecticut",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",519.984229594629,0,0.0169267657357872,"pass",TRUE,TRUE,TRUE,FALSE,3.38599999999997,""
"Connecticut",2025-01-02,"calendar","sir","hurdle_ztnb",569.173390941199,0,0.000245120036747259,"pass",TRUE,TRUE,TRUE,FALSE,3.55500000000006,""
"Connecticut",2025-01-02,"calendar","sir","hurdle_ztpoisson",560.046047359786,0,0.0266833494359207,"pass",TRUE,TRUE,TRUE,FALSE,5.14600000000007,""
"Connecticut",2025-02-15,"calendar","hsgp","hurdle_ztnb",617.550371199357,0,0.0017744254286991,"pass",TRUE,TRUE,TRUE,FALSE,3.72400000000005,""
"Connecticut",2025-02-15,"calendar","hsgp","hurdle_ztpoisson",1090.72458686979,0,0.0026548344269085,"pass",TRUE,TRUE,TRUE,FALSE,3.66499999999996,""
"Connecticut",2025-02-15,"calendar","sir","hurdle_ztnb",717.407238274365,0,0.000502898592862788,"pass",TRUE,TRUE,TRUE,FALSE,3.93399999999997,""
"Connecticut",2025-02-15,"calendar","sir","hurdle_ztpoisson",808.824572736084,0,0.00123306431137883,"pass",TRUE,TRUE,TRUE,FALSE,4.08100000000002,""
"Connecticut",2025-03-29,"calendar","hsgp","hurdle_ztnb",689.276503239682,0,0.00392947434740876,"pass",TRUE,TRUE,TRUE,FALSE,4.07099999999991,""
"Connecticut",2025-03-29,"calendar","hsgp","hurdle_ztpoisson",1210.28349720996,0,0.0139222102289603,"pass",TRUE,TRUE,TRUE,FALSE,3.726,""
"Connecticut",2025-03-29,"calendar","sir","hurdle_ztnb",792.926961539051,0,0.00059797744899015,"pass",TRUE,TRUE,TRUE,FALSE,4.08600000000001,""
"Connecticut",2025-03-29,"calendar","sir","hurdle_ztpoisson",884.288327143336,0,0.0372796362079488,"pass",TRUE,TRUE,TRUE,FALSE,4.17499999999995,""
"Connecticut",2025-04-26,"calendar","hsgp","hurdle_ztnb",716.723949615726,0,0.00171213686355992,"pass",TRUE,TRUE,TRUE,FALSE,3.947,""
"Connecticut",2025-04-26,"calendar","hsgp","hurdle_ztpoisson",1247.62884633876,0,0.0231220761731813,"pass",TRUE,TRUE,TRUE,FALSE,4.00400000000002,""
"Connecticut",2025-04-26,"calendar","sir","hurdle_ztnb",826.465170852157,0,0.00122088262982079,"pass",TRUE,TRUE,TRUE,FALSE,4.26599999999996,""
"Connecticut",2025-04-26,"calendar","sir","hurdle_ztpoisson",910.961306058665,0,0.0248702742442584,"pass",TRUE,TRUE,TRUE,FALSE,4.303,""
"Connecticut",2025-05-31,"calendar","hsgp","hurdle_ztnb",751.757240076664,0,0.00277718763690105,"pass",TRUE,TRUE,TRUE,FALSE,4.13900000000001,""
"Connecticut",2025-05-31,"calendar","hsgp","hurdle_ztpoisson",1275.29387147355,0,0.00887993076811444,"pass",TRUE,TRUE,TRUE,FALSE,3.99000000000001,""
"Connecticut",2025-05-31,"calendar","sir","hurdle_ztnb",868.442832163711,0,0.000501904053544777,"pass",TRUE,TRUE,TRUE,FALSE,4.40099999999995,""
"Connecticut",2025-05-31,"calendar","sir","hurdle_ztpoisson",944.905694726496,0,0.00423491213634009,"pass",TRUE,TRUE,TRUE,FALSE,4.39400000000001,""
"Delaware",2025-01-02,"calendar","hsgp","hurdle_ztnb",316.526036644417,0,0.000896542893245589,"pass",TRUE,TRUE,TRUE,FALSE,3.32999999999993,""
"Delaware",2025-01-02,"calendar","hsgp","hurdle_ztpoisson",340.214427765444,0,0.00471709083390914,"pass",TRUE,TRUE,TRUE,FALSE,3.27499999999998,""
"Delaware",2025-01-02,"calendar","sir","hurdle_ztnb",1387.9940337054,0,0.000142961588322388,"pass",TRUE,TRUE,TRUE,FALSE,3.46600000000001,""
"Delaware",2025-01-02,"calendar","sir","hurdle_ztpoisson",1626.26032506495,0,0.000309030763195217,"pass",TRUE,TRUE,TRUE,FALSE,3.21199999999999,""
"Delaware",2025-02-15,"calendar","hsgp","hurdle_ztnb",400.684972550073,0,0.00133733128523805,"pass",TRUE,TRUE,TRUE,FALSE,3.48599999999999,""
"Delaware",2025-02-15,"calendar","hsgp","hurdle_ztpoisson",554.18615254133,0,0.00317598510606798,"pass",TRUE,TRUE,TRUE,FALSE,3.423,""
