"location","origin","clock","model","nll","convergence","max_gradient","gradient_status","finite_fit","finite_prediction","leakage_ok","use_random","retraction_mass","q_C_min","q_C_max","q_terminal","reconstruction","negative_projection_count","n_cells","fit_seconds","warnings"
"Texas",2025-05-31,"calendar","cumulative_poisson",14610.4385680418,0,0.00673872299654504,"pass",TRUE,TRUE,TRUE,TRUE,0.00193349664470774,0.877653398696902,0.999447218117384,0.9980665033553,"anchored independent signed-Poisson update approximation",0,2133,5.191,""
"Texas",2025-05-31,"calendar","cumulative_nb",10322.1207569054,0,0.000463913746332534,"pass",TRUE,TRUE,TRUE,TRUE,0.0245462162865395,0.804931808361809,0.975456584819339,0.975456584819339,"anchored independent signed-Poisson update approximation",0,2133,10.283,"NA/NaN function evaluation"
"Texas",2025-05-31,"calendar","hurdle_ztnb",2089.02559102887,0,9.66403839155472e-05,"pass",TRUE,TRUE,TRUE,FALSE,0.0592576273501539,0.833059446064895,0.940755026770235,0.940755026770235,"anchored sequential hurdle updates",2,2133,6.167,""
"Texas",2025-05-31,"calendar","hurdle_ztpoisson",5082.47152573533,0,0.008857709496219,"pass",TRUE,TRUE,TRUE,FALSE,0.0798918521970577,0.897356517706453,0.920111700238013,0.920111700238013,"anchored sequential hurdle updates",0,2133,6.927,""
"Texas",2025-05-31,"compressed","cumulative_poisson",9523.91120355047,0,0.00436553009466012,"pass",TRUE,TRUE,TRUE,TRUE,0.0096481173000979,0.876763472925158,0.990357837534909,0.990357837534909,"anchored independent signed-Poisson update approximation",0,1188,2.689,""
"Texas",2025-05-31,"compressed","cumulative_nb",6789.97138254958,0,0.00270466688082011,"pass",TRUE,TRUE,TRUE,TRUE,0.0143705137706637,0.909088893303865,0.985631850406647,0.985631850406647,"anchored independent signed-Poisson update approximation",0,1188,3.266,""
"Texas",2025-05-31,"compressed","hurdle_ztnb",1860.62771498012,0,0.000744780303114645,"pass",TRUE,TRUE,TRUE,FALSE,0.0703836961428569,0.784452514029118,0.929719235288353,0.929719235288353,"anchored sequential hurdle updates",3,1188,4.95,""
"Texas",2025-05-31,"compressed","hurdle_ztpoisson",9762.81860220663,0,0.00551214087596796,"pass",TRUE,TRUE,TRUE,FALSE,0.0339691182638786,0.960304323431282,0.978230660483525,0.96603136187684,"anchored sequential hurdle updates",0,1188,4.913,""
